method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,final_correction_magnitude,trajectory_distortion_vs_plain
CURRENT_STATE_PROJECTION,1,7,0.0,0.0,0.012656485565488401,0.0,0.0,0.0,0.4412472574703565,1.8881151703387147,0.9248614150960225,0.03393438735509546,33.93438735509547,6920.728666905563,0.2476999082972206,1.9656365433527496,7.16637459397316,0.049251344928052276,7.035705569083802,0.7769258574116975,7.0,6.0,19.16192946997328,0.0,1.0352325439453125
POV_ENDPOINT_PROJECTION,1,7,1.0,0.0,-0.12448660655127801,0.0,14.58139614429474,249.27107214927673,1.3219251060787756,22.60942527200192,9.429818755439273,101.624194816448,101624.194816448,30337821.097527996,1.413579631650287,2.5657327637297223,7.56983642996056,0.048187258071266115,7.439964675926603,0.8339640401536599,7.0,4.0,20.38423111618466,1.6873818684177004,5.7922773361206055
PLAIN_FM,1,8,0.0,0.0,0.021712685048449865,0.0,0.0,0.7065367698669434,0.5174898734794546,2.2935875693044863,1.1261908959682145,0.043863437843290914,43.86343784329091,8634.710132871482,0.11301238325886348,1.7577975990078771,0.07048530998872593,0.04390635999152437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,8,0.0,0.0,0.03805531981545675,0.0,0.0,0.0,0.48279707189971965,1.2696927459291945,0.9354615168809467,0.012161274125012111,12.161274125012111,251.489386498549,0.5348430222163021,2.4165179520322932,0.542144754959736,0.04315141000552103,0.4611884739715606,0.04568352899514139,1.0,0.0,2.1611516336507957,2.1611516336507957,2.161151647567749
CURRENT_STATE_PROJECTION,1,8,0.0,0.0,0.026230704187182485,0.0,0.0,2.3770523071289062,0.6651580836629294,1.9758442929045392,0.8440233919148263,0.056096212179834515,56.09621217983452,14428.605024014976,0.23241861074137546,2.060404272354018,7.229413132008631,0.04917577194282785,7.098877998127136,0.7939851356786676,7.0,6.0,16.983101380465605,0.0,1.2781506776809692
POV_ENDPOINT_PROJECTION,1,8,1.0,0.0,-0.04640226692620354,0.0,11.683989923858643,217.74534702301025,1.4142129016375675,19.43739075595329,8.34409658678471,76.5722991355571,76572.29913555713,23027379.494186148,1.3909840603652537,2.155696905115219,6.571334299980663,0.048186014930251986,6.442298715992365,0.6974367022630759,7.0,2.0,18.73468594146839,1.689144050234334,5.599422454833984
PLAIN_FM,1,9,0.0,0.0,0.02465031951539204,0.0,0.0,0.0,0.4675222526979545,2.137647475053577,1.0590582527037486,0.0391464449230859,39.1464449230859,8039.5213358707715,0.0980966124122456,1.8375387681116864,0.07058763498207554,0.04401930293533951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,9,0.0,0.0,0.024526999081416923,0.0,0.0,0.0,0.50386592609437,1.0431487423218813,0.6270963164164604,0.00950596741483789,9.50596741483789,282.9431863076159,0.6248357711529506,2.4054291954393823,0.3547600880265236,0.043089970014989376,0.27392518101260066,0.023905646929051727,1.0,0.0,2.5696361068417666,2.5696361068417666,2.569636106491089
CURRENT_STATE_PROJECTION,1,9,0.0,0.0,0.028655527088107424,0.0,0.0,0.0,0.4195533962707858,1.924323219127785,0.9648758622733358,0.033938337368406124,33.938337368406124,6926.169782973779,0.23965333867621486,2.0188698748391625,5.813287322991528,0.049064600956626236,5.682679965917487,0.6245392918935977,7.0,4.0,16.49377101251936,0.0,0.7602386474609375
POV_ENDPOINT_PROJECTION,1,9,1.0,0.0,-0.10972341560967862,0.0,11.413821832942963,184.84114229679108,0.7745728595804978,15.733985907276997,8.577251958890136,47.03314559810835,47033.145598108356,13654954.565528987,1.1396978081111357,2.155902029130348,5.91882765002083,0.04799326218198985,5.789476245990954,0.6208092788001522,7.0,1.0,18.424521853617176,2.6018303530957954,4.668925762176514
PLAIN_FM,1,10,0.0,0.0,0.027875220085218644,0.0,0.0,0.6482911109924316,0.4640792153398366,2.190802550117072,1.097249945133866,0.04328256789140311,43.28256789140311,9101.850284645972,0.10052526416783587,1.7946258032660698,0.07070035702781752,0.04404938698280603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,10,0.0,0.0,0.021306672849470826,0.0,0.0,0.0,0.4460657008959837,1.2795713750009576,0.8258206406531774,0.010420114694937727,10.420114694937727,200.377698510118,0.560841882101252,2.648070751327312,0.44841061998158693,0.043161203095223755,0.367420768016018,0.03411947196582332,1.0,0.0,2.2726874347729447,2.2726874347729447,2.2726874351501465
CURRENT_STATE_PROJECTION,1,10,0.0,0.0,0.02783387515078467,0.0,0.0,0.0,0.4028746778603621,1.9522618255056337,0.9990773753690413,0.03175250434654897,31.752504346548974,5995.358920088401,0.2362120565444953,1.9568900105199967,6.446433638979215,0.04903916909825057,6.316262973996345,0.6915413928218186,7.0,5.0,17.7538004958696,0.0,0.8176659345626831
POV_ENDPOINT_PROJECTION,1,10,1.0,0.0,-0.11956642948782484,0.0,9.363336723709107,180.42947471141815,0.35862058633200833,16.287747066037937,8.342830662897953,48.01830517732695,48018.305177326954,14569288.882485861,1.2204807070512418,2.0043637423904936,5.723579820012674,0.04803571302909404,5.594519622973166,0.5913449008367024,7.0,1.0,16.757483490027113,2.9857311863778095,4.920627593994141
PLAIN_FM,1,11,0.0,0.0,0.021905977617044547,0.0,0.0,1.03543221950531,0.463619861094567,2.1540544985847565,1.1236730509377155,0.043527576026994336,43.52757602699434,9719.101264196566,0.11616225394091051,1.7679536060793428,0.07074397901305929,0.04425791394896805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,11,0.0,0.0,0.010786484134531538,0.0,0.0,0.0,0.49374975887055517,1.1507154498667278,0.6386945767354568,0.00900233962395582,9.002339623955821,159.84083493069784,0.40477952887360225,2.121312706985191,0.44816623703809455,0.04303731903200969,0.36738174001220614,0.03418509295443073,1.0,0.0,1.399830381728419,1.399830381728419,1.3998303413391113
CURRENT_STATE_PROJECTION,1,11,0.0,0.0,0.0003054701376700719,0.0,0.0,5.039520263671875,0.8170812730395569,1.7331394567970537,0.7012967541811026,0.11027293020857531,110.27293020857533,32347.659754335975,0.421281832805226,2.344205707327523,5.549508390016854,0.04910298192407936,5.4195559080690145,0.5781575184082612,7.0,4.0,18.958709273054385,0.0,2.09309720993042
POV_ENDPOINT_PROJECTION,1,11,1.0,0.0,-0.05508457988541596,0.0,13.434199921917916,201.78666904568672,1.1079922607548713,19.572339112960616,8.510912655328218,79.94436172721059,79944.36172721059,25371996.078280687,1.4366432355848069,2.0861372849769317,6.790071803028695,0.048163856903556734,6.660555204900447,0.739726924977731,7.0,3.0,20.28716709140938,1.8441474713741455,5.71295690536499
PLAIN_FM,1,12,0.0,0.0,0.020685431303795243,0.0,0.0,1.1146903783082962,0.47667855891642613,2.207701558874557,1.1074004350613735,0.04357280356875454,43.57280356875454,8898.506902140649,0.09162206516377372,1.774030194350184,0.07181524799671024,0.04479262692620978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,12,0.0,0.0,0.013957818132152203,0.0,0.0,0.0,0.6632569100716255,1.4519230705390587,0.8934751261556839,0.013395519441769643,13.395519441769643,223.56254507842624,0.6120286889787196,2.410538724778774,0.5383139489567839,0.043574173061642796,0.45654770400142297,0.03927432803902775,1.0,0.0,2.4019687427181085,2.4019687427181085,2.4019687175750732
CURRENT_STATE_PROJECTION,1,12,0.0,0.0,0.00793433213610198,0.0,0.0,0.5570483207702637,0.4935297502760822,1.8079584340499852,0.883047913861899,0.04130033612921158,41.30033612921158,9713.265745157098,0.27709921646069596,2.1065679762479546,4.264234095986467,0.048826215032022446,4.134568841080181,0.44028689130209386,7.0,3.0,19.555314729969982,0.0,1.2581651210784912
POV_ENDPOINT_PROJECTION,1,12,1.0,0.0,-0.1328101628792815,0.0,13.457120221519471,212.0469045639038,0.7352674062787554,17.41370788318548,7.766939131732011,59.377575766775365,59377.575766775364,16928084.509813353,1.205485700761609,2.4598796717901674,5.8518060490023345,0.04818978899857029,5.72254405595595,0.6337663876474835,7.0,2.0,20.20762802311874,2.996132364365233,4.934720993041992
PLAIN_FM,1,13,0.0,0.0,0.027572806905880987,0.0,0.0,1.6930294036865234,0.4693927854290308,2.187748816510927,1.1171075065252827,0.05393936789979159,53.93936789979159,12865.554004954593,0.10258039086322743,1.8101989649913255,0.07057322602486238,0.04401635599788278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,13,0.0,0.0,0.03494008588638936,0.0,0.0,0.0,0.5294790490968904,0.9343612926058968,0.4980305568200296,0.00583883621286585,5.83883621286585,117.01727625483828,0.47714823991105815,2.5486178538505886,0.4484737520106137,0.043086741876322776,0.3676641429774463,0.0341735829715617,1.0,0.0,1.8632020397116,1.8632020397116,1.8632020950317383
CURRENT_STATE_PROJECTION,1,13,1.0,0.0,-0.03116421106107345,0.0,0.0,4.791386127471924,0.3508093147247552,1.7939455549211438,1.008761806522004,0.06434647310669307,64.34647310669307,16804.650311805537,0.3626043450707278,2.409883300386323,7.900065857975278,0.04926255397731438,7.769069909118116,0.8663922398700379,7.0,7.0,14.85310224928245,0.0,1.6289366483688354
POV_ENDPOINT_PROJECTION,1,13,1.0,0.0,-0.12194186218203867,0.0,9.359417981243134,195.1195192337036,1.2526341791172309,18.828694583501473,8.700165948496005,68.36014323522497,68360.14323522495,21596422.278241947,1.2830271255609622,2.2026333194410097,6.885327470954508,0.04837775288615376,6.75491532695014,0.735335961158853,7.0,2.0,18.93756280755116,2.1452177449677587,5.204289436340332
PLAIN_FM,1,14,0.0,0.0,0.023951204720924324,0.0,0.0,0.5195346474647522,0.45793035478262306,2.16764597281898,1.1038831827132924,0.042769990573270855,42.76999057327086,9194.656797320358,0.10769490435505051,1.7625791515843094,0.07048930402379483,0.04387770307948813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,14,0.0,0.0,0.029997235148550516,0.0,0.0,0.0,0.708250201427024,1.5455399558692513,1.2237577246388085,0.013969284489285708,13.969284489285707,205.84834386848243,0.7668731772073258,2.311627143202771,0.5396178310038522,0.04297210701042786,0.45886355300899595,0.04257245798362419,1.0,0.0,3.0971907510794208,3.0971907510794208,3.0971906185150146
CURRENT_STATE_PROJECTION,1,14,1.0,0.0,-0.012678251275039826,0.0,0.0,2.6450034976005554,0.5718660915901957,1.759100178070806,0.7905448559659529,0.06130259832403778,61.30259832403779,17016.541934952285,0.3246955810769661,2.2242171857609754,5.658668302989099,0.049150073959026486,5.5281197530566715,0.5935606237617321,7.0,4.0,17.30832685486239,0.0,1.5375957489013672
POV_ENDPOINT_PROJECTION,1,14,1.0,0.0,-0.11170853399411669,0.0,9.190099250936509,197.87657380104065,0.6858438184238727,16.341420973853545,8.614798382622018,51.742487631428475,51742.48763142849,15673909.41214186,1.2817005692434502,1.9627798060752966,5.552328725985717,0.04819987795781344,5.422938767937012,0.5776045760139823,7.0,2.0,18.077376075783274,2.281702397009141,5.146395683288574
PLAIN_FM,1,15,0.0,0.0,0.027522040592128427,0.0,0.0,0.3492516279220581,0.4509178203241537,2.192263571435428,1.1056028067604415,0.050936542002225596,50.9365420022256,11541.584259025072,0.08608340871961376,1.786834624231069,0.07054595596855506,0.04388296196702868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,15,0.0,0.0,0.009788961837307944,0.0,0.0,0.0,0.6756502796953687,1.3745560779944592,1.1132677976591057,0.012380988102912438,12.380988102912438,248.77802281644273,0.7604658655714938,2.3674410608131473,0.5408654870116152,0.04305289004696533,0.459853942040354,0.04303864104440436,1.0,0.0,3.2663635987398623,3.2663635987398623,3.2663636207580566
CURRENT_STATE_PROJECTION,1,15,0.0,0.0,0.02732473898975324,0.0,0.0,0.0,0.43351786613030296,1.98805624454148,1.0369424463446086,0.028586195362631697,28.5861953626317,4442.848843650279,0.2197375679529031,1.9930008433188757,5.9534442070289515,0.049238245002925396,5.822704733058345,0.6302362178103067,7.0,4.0,18.11321158548854,0.0,0.8140086531639099
POV_ENDPOINT_PROJECTION,1,15,1.0,0.0,-0.12561860935976965,0.0,10.040028549861908,195.45399367809296,1.0265828730521456,19.800095185116195,8.304631339911447,76.13595119198858,76135.95119198858,22829239.288944546,1.294488565699139,1.9473793981884737,7.572112152993213,0.04831981397001073,7.442414454068057,0.8215680188150145,7.0,3.0,19.21925225460933,2.6292494169288747,5.391576290130615
PLAIN_FM,1,16,0.0,0.0,0.027156220144910426,0.0,0.0,2.0816755294799805,0.5152760550087521,2.1653320360053288,1.0733832415358868,0.04675796208472821,46.757962084728206,10489.313955165271,0.08734585610539414,1.8136614272416876,0.07062762795249,0.044028036936651915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,16,0.0,0.0,0.03077424110219297,0.0,0.0,0.0,0.5759146402286968,0.8776603798284164,0.46737824908915643,0.006159017158148039,6.159017158148039,210.1503676257721,0.5098772759642596,2.4787911483053393,0.3546503629768267,0.04317935509607196,0.27349877305096015,0.022842759964987636,1.0,0.0,2.0266446971032797,2.0266446971032797,2.026644706726074
CURRENT_STATE_PROJECTION,1,16,0.0,0.0,0.02100795684480808,0.0,0.0,0.0,0.4066325117954566,1.9032616978253656,0.9809966716062337,0.030340493541024305,30.34049354102431,5620.80781178178,0.24090400932431205,2.0194624552822993,7.036661694000941,0.04929239698685706,6.905785545066465,0.7644609769922681,7.0,6.0,19.159327080896432,0.0,0.9222398996353149
POV_ENDPOINT_PROJECTION,1,16,1.0,0.0,-0.1388353143091366,0.0,11.311338782787322,214.2281186580658,1.2923146775107042,20.257381177106392,8.453257107085156,78.98631182493165,78986.31182493166,25088698.711366333,1.4460483870571408,2.59771897145841,7.465530686953571,0.04842662485316396,7.335157508961856,0.8210689412662759,7.0,4.0,19.07877457409316,2.0745266604132087,5.88292121887207
PLAIN_FM,1,17,0.0,0.0,0.02636175774160271,0.0,0.0,1.6835567355155945,0.43829224475881445,2.2021292273019304,1.107949846330789,0.05199367408940503,51.993674089405026,11917.52273192368,0.12084045429889023,1.7482245755371126,0.07070271100383252,0.04406990797724575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,17,0.0,0.0,0.011849362977140246,0.0,0.0,0.0,0.6263965061698112,1.3958603707177477,1.1174041266694428,0.013284325072814095,13.284325072814097,240.08230398587648,0.6368200576370269,2.366532179466636,0.538759489019867,0.04330822906922549,0.457484635990113,0.04095289600081742,1.0,0.0,2.4649430180141434,2.4649430180141434,2.4649429321289062
CURRENT_STATE_PROJECTION,1,17,0.0,0.0,0.020182711190194463,0.0,0.0,0.5577516555786133,0.4566298249834638,1.8932176764596813,0.9323773350911893,0.04015364092436635,40.15364092436636,9268.195804906454,0.2914349600743345,2.12523852535235,6.587552062002942,0.04927342903101817,6.45656347903423,0.7106660904828459,7.0,5.0,18.24714162735178,0.0,1.2533462047576904
POV_ENDPOINT_PROJECTION,1,17,1.0,0.0,-0.11971820593042556,0.0,10.064500809192657,190.79643309116364,0.586979820003958,17.925676597478592,7.701016457997117,67.05954882786178,67059.54882786177,20584323.83016269,1.3201886737619961,2.2329346014848848,6.905814397032373,0.04821386997355148,6.775670127070043,0.7433551801368594,7.0,3.0,18.708167038252913,2.4635427462791113,5.203995704650879
PLAIN_FM,1,18,0.0,0.0,0.024980803336329294,0.0,0.0,1.2352930195629597,0.4645200645544488,2.1691610259476715,1.08737448585871,0.0598547959257803,59.85479592578031,15674.804958179338,0.10397616474182582,1.732391353034695,0.07191548403352499,0.044868600089102983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,18,0.0,0.0,0.021196769588935696,0.0,0.0,0.0,0.5015293571811716,0.8483395281189411,0.5097439866966201,0.005452985273382893,5.452985273382893,128.86554330417965,0.5196299608910019,2.2122403268813655,0.4537509990041144,0.0433231380302459,0.3723749310011044,0.03824130195425823,1.0,0.0,2.015748885694799,2.015748885694799,2.0157487392425537
CURRENT_STATE_PROJECTION,1,18,0.0,0.0,0.02775134963530218,0.0,0.0,0.306243896484375,0.45554686501864344,2.0384715429916964,1.0179583430561587,0.03308674643802667,33.08674643802667,6432.495279034956,0.22523979820353876,2.0352414119176547,7.438063370005693,0.04949355509597808,7.307169628969859,0.8184079101192765,7.0,6.0,16.389181165302794,0.0,0.9553417563438416
POV_ENDPOINT_PROJECTION,1,18,1.0,0.0,-0.0981161116694861,0.0,13.92400161190033,259.48923349380493,1.0328267129272315,17.914341179650947,8.732442132636095,62.76267375865271,62762.67375865273,19489690.7335057,1.4787986957045147,1.9253084013735833,6.500525468960404,0.04833491414319724,6.370770178968087,0.684563401795458,7.0,2.0,19.48802812240964,2.1537666670156654,5.859837055206299
PLAIN_FM,1,19,0.0,0.0,0.03368940490523259,0.0,0.0,1.337738037109375,0.4358257826107487,2.197242920512959,1.0899039095089404,0.047875777465928374,47.87577746592837,9062.261723915026,0.12564487361546678,1.763017756407039,0.07071507204091176,0.04405103682074696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,19,0.0,0.0,0.04126426158259494,0.0,0.0,0.0,0.6330778022992812,1.466429863517969,0.9417815638930378,0.014822174826094603,14.822174826094603,248.03130437318634,0.5644838106343142,2.3125502274996217,0.5373017570236698,0.04314547311514616,0.4562584090163,0.039769473078195006,1.0,0.0,2.087557658321126,2.087557658321126,2.087557554244995
CURRENT_STATE_PROJECTION,1,19,0.0,0.0,0.03197973086956557,0.0,0.0,0.23288249969482422,0.4050906349311828,2.006568212681548,1.0274538993197206,0.04523672191787309,45.2367219178731,10884.314278774254,0.31631545053145405,2.030929338353362,7.257826896035112,0.050527761050034314,7.124140947940759,0.7972513330169022,7.0,6.0,19.626790543589212,0.0,1.064857840538025
POV_ENDPOINT_PROJECTION,1,19,1.0,0.0,-0.09906519177429225,0.0,13.492109285402298,275.6208163499832,0.9450535353827071,20.00227486274919,7.841155868048003,76.82835731284314,76828.35731284313,22136097.064028997,1.3157780277326105,2.321588980617755,5.868283729010727,0.04847690905444324,5.73791311198147,0.6316336648305878,7.0,2.0,21.04379093383528,2.6138305838217866,5.375673294067383
PLAIN_FM,1,20,0.0,0.0,0.025174255449216643,0.0,0.0,1.5487585961818695,0.473402877732095,2.139722523520211,1.0474608203261795,0.04302170866774675,43.02170866774676,9634.078161211324,0.10366070761177731,1.7887781281407253,0.07266284502111375,0.04538732394576073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,20,0.0,0.0,0.015135346226914453,0.0,0.0,0.0,0.506053918654299,1.1267998980940117,0.8181220392975108,0.008315400714148956,8.315400714148955,156.67290847908995,0.5454215790971417,2.2090146008787093,0.6486882609897293,0.04423353500897065,0.5656547090038657,0.05616245197597891,1.0,0.0,2.0876840373883008,2.0876840373883008,2.087684154510498
CURRENT_STATE_PROJECTION,1,20,0.0,0.0,0.028612238707262982,0.0,0.0,0.1955580711364746,0.3839506065591487,2.0526650081248765,1.1226962398161298,0.0424308998135825,42.4308998135825,9799.443115573902,0.3750671466318444,1.7966998928117055,7.278001650003716,0.049930026987567544,7.146299362997524,0.789094319101423,7.0,5.0,18.526960741283343,0.0,1.4378288984298706
POV_ENDPOINT_PROJECTION,1,20,1.0,0.0,-0.07081278466529932,0.0,11.088815488052369,223.1863071024418,0.767954781031485,18.41845063586791,7.468902661743344,62.10422465887936,62104.224658879364,18140977.742829274,1.4124766871434042,2.102742918412272,5.600194517988712,0.04783772100927308,5.472738696145825,0.5798828777624294,7.0,2.0,16.288306757637418,1.6019704288685317,5.678593158721924
PLAIN_FM,1,21,0.0,0.0,0.02572566216910016,0.0,0.0,0.6092910468578339,0.474717250058616,2.174961817319433,1.0953510561099187,0.04220527782082778,42.20527782082778,9100.055364443982,0.0988673328269742,1.743295795137572,0.06913761096075177,0.04325618903385475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,21,0.0,0.0,0.027259181112910966,0.0,0.0,0.0,0.5633864747100614,1.3219365349262675,0.829862737921565,0.01119875377565166,11.19875377565166,173.59586862185085,0.48774211372635223,2.191707945685483,0.6190870229620486,0.04238887404790148,0.5397764390218072,0.049042152939364314,1.0,0.0,1.8209572800563165,1.8209572800563165,1.8209573030471802
CURRENT_STATE_PROJECTION,1,21,0.0,0.0,0.029228152483456726,0.0,0.0,1.7589282989501953,0.4445470982703058,2.0432829200186706,1.0304209081888254,0.043365525732736554,43.36552573273656,10370.945295271937,0.2927622951322248,2.1397909499781793,7.36797329201363,0.04884835099801421,7.23948525992455,0.7970224719610997,7.0,6.0,17.775640987057418,0.0,1.241569995880127
POV_ENDPOINT_PROJECTION,1,21,1.0,0.0,-0.12741968366210674,0.0,8.125304140281678,182.01807856559753,1.0677410922930581,18.74689496284918,9.903633426968318,67.16702799810714,67167.02799810715,20473123.974963978,1.3323330429946054,1.663444494798716,6.063137365970761,0.0475416419794783,5.936335490026977,0.6436909669428132,7.0,3.0,19.18826923444948,2.3066385198638724,5.442329406738281
PLAIN_FM,1,22,0.0,0.0,0.02684347812554594,0.0,0.0,1.637328863143921,0.48833057648156974,2.201149774280679,1.0889930032336481,0.04705209085676362,47.05209085676363,9363.767593466058,0.08885099003485437,1.7822159247956313,0.06954591197427362,0.043447283969726413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,22,0.0,0.0,0.001687307817422934,0.0,0.0,0.0,0.5464001527812481,1.1969775958880762,0.5317978060941361,0.010433432196184839,10.433432196184839,259.0328232259298,0.4755547102354324,2.3199307868160246,0.3458174989791587,0.04241231404012069,0.2665332169854082,0.022531953058205545,1.0,0.0,1.9089530857810193,1.9089530857810193,1.908953070640564
CURRENT_STATE_PROJECTION,1,22,0.0,0.0,0.01714805934275497,0.0,0.0,2.753688097000122,0.7276994486782578,1.8320922548472993,0.7890221294548176,0.07186386376573117,71.86386376573118,19650.53723566126,0.2907688266644563,2.148449650567592,7.342531163012609,0.04999802989186719,7.2113620799500495,0.8041850061272271,7.0,6.0,15.15336358148517,0.0,1.45365571975708
POV_ENDPOINT_PROJECTION,1,22,1.0,0.0,-0.13134993759441854,0.0,13.490299390363694,281.34786307811737,1.0690464021297061,22.76079772963339,9.646786422481558,109.13613322806421,109136.13322806422,35642936.66660244,1.3067337115184574,1.5976269966907244,6.059543795010541,0.04947053303476423,5.928399302996695,0.6502891169511713,7.0,2.0,16.216424050934695,2.137618205623471,5.391052722930908
PLAIN_FM,1,23,0.0,0.0,0.033717601322484525,0.0,0.0,0.6524515151977539,0.4496358595394562,2.192116583534929,1.086337016626649,0.044532717689868384,44.532717689868385,9342.861610783335,0.11461617436117627,1.771722101555958,0.07087249797768891,0.04432451713364571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,23,0.0,0.0,0.016881289453177045,0.0,0.0,0.0,0.5847582516125327,1.370861484979814,1.0246153246904113,0.01205539843749115,12.05539843749115,202.22117974979528,0.6614362061882173,2.5537287795797874,0.5417439379962161,0.043386282108258456,0.46042569098062813,0.04304147104267031,1.0,0.0,2.613209446565755,2.613209446565755,2.6132092475891113
CURRENT_STATE_PROJECTION,1,23,0.0,0.0,0.02291456366893388,0.0,0.0,0.9402406215667725,0.5187795373159363,1.7937750219927282,0.8656353751524637,0.047951366265908235,47.951366265908234,11989.719925503417,0.3095098005397847,2.1596016910014924,5.777544768003281,0.04983504302799702,5.64597184403101,0.610139099881053,7.0,4.0,19.77376387301768,0.0,1.4576188325881958
POV_ENDPOINT_PROJECTION,1,23,1.0,0.0,-0.03858593158223249,0.0,12.925581645631791,201.77357763051987,1.1334671658105058,18.86944268358379,8.524015973851924,63.604725466514054,63604.725466514064,17541050.41271673,1.394066798220938,2.096937662467625,7.0770563909900375,0.048756765958387405,6.9465448460541666,0.7652964569278993,7.0,3.0,18.676196817441408,3.048960319697403,5.534245014190674
PLAIN_FM,1,24,0.0,0.0,0.021067172536931633,0.0,0.0,0.5594921112060547,0.47285908483409234,2.2248240274325353,1.1143655083493162,0.04349999690693543,43.49999690693543,8408.815201108655,0.0980590021640727,1.7795991456470437,0.0707676149904728,0.044177264033351094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,24,0.0,0.0,0.04126426158259494,0.0,0.007035892868041849,0.0,0.5946150802901723,1.5026519030916923,1.0500469592216308,0.013792265226464484,13.792265226464487,212.18592294408032,0.6509278647013601,2.386672563127852,0.6344002439873293,0.04316583398031071,0.5533824029844254,0.05297429795609787,1.0,0.0,2.566551111060298,2.566551111060298,2.5665512084960938
CURRENT_STATE_PROJECTION,1,24,1.0,0.0,-0.01772352494987725,0.0,0.0,3.8518261909484863,0.6035302101530856,1.6194233966159015,0.7431848672024074,0.09387757546318198,93.87757546318198,28541.812872303577,0.49638149170295065,2.6424118713649976,7.185879976954311,0.05065844499040395,7.053176611021627,0.7977924418519251,7.0,6.0,17.67075976872635,0.0,2.431421995162964
POV_ENDPOINT_PROJECTION,1,24,1.0,0.0,-0.10922655760838355,0.0,10.240759790420531,219.90774393081665,0.2558633370790626,19.46087795362831,9.409013505017766,72.0116175068281,72011.61750682812,21257058.730967753,1.3672228134943802,2.439748453966611,5.75841326196678,0.04864467500010505,5.6284258890664205,0.611672212893609,7.0,3.0,15.56372095097229,1.647249676606486,5.486836910247803
PLAIN_FM,1,25,0.0,0.0,0.019213368070447545,0.0,0.0,0.8879226446151733,0.5170006561536735,2.2009472159535526,1.0864953920905063,0.04572146859973546,45.72146859973546,9807.471463024776,0.08090501678939765,1.7935300838345398,0.07077814696822315,0.044153161987196654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,25,0.0,0.0,0.037398866485990376,0.0,0.0,0.0,0.5903096076814289,1.4329510356307498,1.1100861926018606,0.012101040197808777,12.101040197808778,183.0592109049123,0.6863736488602525,2.314485179791019,0.6323866419843398,0.04322874709032476,0.5513062609825283,0.05173476395430043,1.0,0.0,2.825816736571373,2.825816736571373,2.8258168697357178
CURRENT_STATE_PROJECTION,1,25,0.0,0.0,0.011972206367173166,0.0,0.0,2.250446081161499,0.5994678793225453,1.7612756804616685,0.7948530971425304,0.05665616459799486,56.65616459799485,15438.61853971273,0.31516492660706247,2.2454660295362854,6.573839215969201,0.04941688501276076,6.443030270980671,0.713681171881035,7.0,5.0,19.59812846377747,0.0,1.4660775661468506
POV_ENDPOINT_PROJECTION,1,25,1.0,0.0,-0.11564805616928875,0.0,10.409645002746583,183.60363513231277,1.4131115393512397,17.384278323788656,9.340649467387006,53.6748127341088,53674.812734108804,15254019.909393389,1.368710370800923,2.35070809673292,6.109773095988203,0.0484406488831155,5.979935895942617,0.6376829681103118,7.0,2.0,16.76127643078403,2.249192329842333,5.489871025085449
PLAIN_FM,1,26,0.0,0.0,0.030045835384761743,0.0,0.0,1.6082477569580078,0.4760023694648741,2.204524409116786,1.0974611746755858,0.04433544064565013,44.335440645650124,9221.395116203366,0.11386908222962389,1.7865160932312574,0.07088867999846116,0.04421931295655668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,1,26,0.0,0.0,0.00998980762238344,0.0,0.0,0.0,0.5491351110477802,1.3777852926879908,0.9118579110661774,0.012391638617091805,12.391638617091806,236.3042683670269,0.587945273774191,2.4846890760858478,0.539135766972322,0.04321916599292308,0.4580071030068211,0.041562505066394806,1.0,0.0,2.282027343784448,2.282027343784448,2.282027244567871
