method,metric,count,mean,std,median,ci95_low,ci95_high,numerator,denominator
PLAIN_FM,min_ade,2253,0.17039760368674847,0.11462710740560694,0.14713867008686066,0.16566431701101142,0.17513089036248553,,
PLAIN_FM,min_fde,2253,0.296261356549767,0.24300288635513312,0.2524014115333557,0.2862270605600722,0.3062956525394618,,
PLAIN_FM,avg_ade,2253,0.8235056096058764,0.25178120523686104,0.7609354257583618,0.8131088312964347,0.833902387915318,,
PLAIN_FM,viol_sample_rate,2253,0.0011762095043990435,0.0204781111899672,0.0,0.0003306087295600517,0.0020218102792380352,,
PLAIN_FM,viol_any,2253,0.004882379050155349,0.06971871240198896,0.0,0.002003490627243474,0.007761267473067223,,
PLAIN_FM,viol_sample_rate_raw_anchor,2253,0.0011762095043990435,0.0204781111899672,0.0,0.0003306087295600517,0.0020218102792380352,,
PLAIN_FM,max_viol,2253,0.0023474373713737585,0.04371522840147875,0.0,0.0005423084380635208,0.004152566304683997,,
PLAIN_FM,apd,2253,0.9889755823376228,0.1546762993734107,0.9807284474372864,0.9825885480361652,0.9953626166390804,,
PLAIN_FM,anchor_clipped,2253,0.0,0.0,0.0,0.0,0.0,,
PLAIN_FM,correction_m,2253,0.0,0.0,0.0,0.0,0.0,,
PLAIN_FM,active_steps,2253,0.0,0.0,0.0,0.0,0.0,,
PLAIN_FM,admm_iters_mean,2253,0.0,0.0,0.0,0.0,0.0,,
PLAIN_FM,admm_residual_max,2253,0.0,0.0,0.0,0.0,0.0,,
PLAIN_FM,latency_s,2253,0.03871204860186346,0.0021255000324756656,0.0380801422909999,0.0386242805231716,0.03879981668055532,,
PLAIN_FM,terminal_raw_shift_m,2253,0.0,0.0,0.0,0.0,0.0,,
PLAIN_FM,distortion_vs_plain_m,2253,0.0,0.0,0.0,0.0,0.0,,
PLAIN_FM,proj_fail_rate,2253,0.0,0.0,0.0,0.0,0.0,,
PLAIN_FM,min_ade|gt_feasible,2239,0.16806071526327268,0.10854629611021352,0.14659000933170319,0.1635645317031997,0.17255689882334566,,
PLAIN_FM,min_fde|gt_feasible,2239,0.29148495217828707,0.23108745675114242,0.2509104609489441,0.2819128925022149,0.30105701185435924,,
PLAIN_FM,apd|gt_feasible,2239,0.9869416449793006,0.15233592654567615,0.9797738194465637,0.9806316158664905,0.9932516740921107,,
PLAIN_FM,viol_sample_rate|gt_feasible,2239,0.0010049129075480126,0.020000434968521403,0.0,0.000176458781315389,0.001833367033780636,,
PLAIN_FM,min_ade|gt_infeasible,14,0.5441328308412007,0.31050409470867296,0.4549669623374939,0.381480839298564,0.7067848223838373,,
PLAIN_FM,min_fde|gt_infeasible,14,1.0601448842457362,0.6354170197117747,0.8949806392192841,0.7272930942776339,1.3929966742138384,,
PLAIN_FM,apd|gt_infeasible,14,1.3142602784293038,0.18654693139231576,1.3011488914489746,1.216541019893934,1.4119795369646737,,
PLAIN_FM,viol_sample_rate|gt_infeasible,14,0.028571429529360363,0.05447048002949959,0.0,3.8047174470420136e-05,0.0571048118842503,,
GT,viol_any,2253,0.006213936972924989,0.0,0.006213936972924989,0.006213936972924989,0.006213936972924989,,
GT,viol_any_raw_anchor,2253,0.006213936972924989,0.0,0.006213936972924989,0.006213936972924989,0.006213936972924989,,
