method,metric,count,mean,std,median,ci95_low,ci95_high
FLOWMATCH,min_ade,5833,0.1248062073763662,0.16085056066503908,0.08835369348526001,0.12067827416272,0.1289341405900124
FLOWMATCH,min_fde,5833,0.2196388008496053,0.3254268164894942,0.12878452241420746,0.21128732132199862,0.22799028037721197
FLOWMATCH,avg_ade,5833,0.7847909212224831,0.2791449665744896,0.702300488948822,0.777627180081757,0.7919546623632091
FLOWMATCH,avg_fde,5833,1.8109350548832,0.5876007211058909,1.671162486076355,1.7958553652446505,1.8260147445217494
FLOWMATCH,kde_nll,5833,0.09612125120609923,1.3781586105475545,-0.2643551230430603,0.060753350226266094,0.13148915218593235
FLOWMATCH,col010_sample_rate,5833,0.04519115469758392,0.074273589360758,0.0,0.04328505990281687,0.047097249492350966
FLOWMATCH,col020_sample_rate,5833,0.1327704470390708,0.15485592035940937,0.10000000149011612,0.1287963552215575,0.13674453885658408
FLOWMATCH,apd,5833,0.965769604203551,0.197817667872907,0.9374439716339111,0.9606929783087922,0.9708462300983097
FLOWMATCH,viol_sample_rate,5833,0.009969141279370711,0.03240157288018723,0.0,0.009137614623115955,0.010800667935625468
FLOWMATCH,max_viol,5833,0.04294745786795378,0.13094542596525757,0.0,0.03958698482526005,0.046307930910647506
FLOWMATCH,latency_s,5833,0.007667751538142696,2.8018322482292685e-05,0.007647929038852453,0.007667032499530165,0.007668470576755226
FLOWMATCH,distortion_vs_flowmatch_m,5833,0.0,0.0,0.0,0.0,0.0
FLOWMATCH,dist_to_posthoc_m,5833,0.00016638813868457652,0.002826783983054725,6.067337835702347e-06,9.384393713992565e-05,0.0002389323402292274
HARDFLOW,min_ade,5833,0.12481921110847863,0.1607739923734399,0.08834610879421234,0.12069324287893132,0.12894517933802593
HARDFLOW,min_fde,5833,0.21969190041057246,0.3253999185031061,0.12826642394065857,0.2113411111702171,0.22804268965092783
HARDFLOW,avg_ade,5833,0.7844587595123953,0.27914033896690016,0.7026951313018799,0.77729513713069,0.7916223818941006
HARDFLOW,avg_fde,5833,1.8098428896191638,0.5877021895288227,1.6696579456329346,1.7947605959805324,1.8249251832577953
HARDFLOW,kde_nll,5833,0.09625658041576603,1.3797568031825513,-0.26806604862213135,0.060847664767208515,0.13166549606432354
HARDFLOW,col010_sample_rate,5833,0.045096863579141035,0.07392899186832776,0.0,0.043199612243970655,0.046994114914311415
HARDFLOW,col020_sample_rate,5833,0.13244471413902612,0.15490513570968678,0.10000000149011612,0.1284693593002452,0.13642006897780704
HARDFLOW,apd,5833,0.9646088699625794,0.1976895587033153,0.9365596175193787,0.9595355317535703,0.9696822081715886
HARDFLOW,viol_sample_rate,5833,0.0,0.0,0.0,0.0,0.0
HARDFLOW,max_viol,5833,0.0,0.0,0.0,0.0,0.0
HARDFLOW,latency_s,5833,0.05533832340737073,0.002833251761420418,0.05438279090449214,0.055265613222213565,0.05541103359252789
HARDFLOW,distortion_vs_flowmatch_m,5833,0.0022784332756971572,0.00292189591092136,0.0019511450082063675,0.0022034482018022244,0.00235341834959209
HARDFLOW,dist_to_posthoc_m,5833,0.0021317138107440512,0.0007611498143133417,0.0018943879986181855,0.002112180303455832,0.0021512473180322705
YFLOW,min_ade,5833,0.12476297964854621,0.16074400357463456,0.08835375308990479,0.12063778102625494,0.12888817827083748
YFLOW,min_fde,5833,0.2196081654533718,0.3253883130700536,0.1287853717803955,0.21125767404506848,0.22795865686167513
YFLOW,avg_ade,5833,0.7847784047835527,0.2791124896439437,0.7023005485534668,0.7776154971033985,0.7919413124637068
YFLOW,avg_fde,5833,1.8108234310587499,0.5875309975919626,1.6711628437042236,1.7957455307456944,1.8259013313718053
YFLOW,kde_nll,5833,0.09618745386431869,1.3782000001480301,-0.264352023601532,0.06081849069666479,0.1315564170319726
YFLOW,col010_sample_rate,5833,0.04519115469758392,0.074273589360758,0.0,0.04328505990281687,0.047097249492350966
YFLOW,col020_sample_rate,5833,0.1327704470403481,0.15485315215247608,0.10000000149011612,0.12879642626376434,0.13674446781693186
YFLOW,apd,5833,0.9656953305215507,0.19765613735032178,0.9374439716339111,0.9606228500099752,0.9707678110331261
YFLOW,viol_sample_rate,5833,0.0,0.0,0.0,0.0,0.0
YFLOW,max_viol,5833,0.0,0.0,0.0,0.0,0.0
YFLOW,latency_s,5833,0.036133453007720404,0.0019040086151507752,0.03534843398630619,0.036084590135442844,0.03618231587999796
YFLOW,distortion_vs_flowmatch_m,5833,0.00016915466903077905,0.0028415323568295936,3.5292707707412774e-06,9.623197765245375e-05,0.00024207736040910436
YFLOW,dist_to_posthoc_m,5833,1.1450872750069688e-05,3.5234097495170874e-05,3.2577024740021443e-06,1.0546654569531035e-05,1.2355090930608342e-05
SAFEFLOW,min_ade,5833,0.1247629721722796,0.16074437237518258,0.08835369348526001,0.12063776408540192,0.12888818025915727
SAFEFLOW,min_fde,5833,0.21960771777989327,0.32538793021757184,0.12878452241420746,0.21125723619679335,0.2279581993629932
SAFEFLOW,avg_ade,5833,0.7847770162242244,0.2791118877951029,0.702300488948822,0.7776141239894115,0.7919399084590372
SAFEFLOW,avg_fde,5833,1.8108136115997095,0.5875261838501921,1.671162486076355,1.7957358348224655,1.8258913883769536
SAFEFLOW,kde_nll,5833,0.09617732810608104,1.3781825410043833,-0.2643551230430603,0.06080881299517399,0.1315458432169881
SAFEFLOW,col010_sample_rate,5833,0.04519115469758392,0.074273589360758,0.0,0.04328505990281687,0.047097249492350966
SAFEFLOW,col020_sample_rate,5833,0.1327704470403481,0.15485315215247608,0.10000000149011612,0.12879642626376434,0.13674446781693186
SAFEFLOW,apd,5833,0.9656918595243068,0.19765027215505918,0.9374439716339111,0.9606195295321589,0.9707641895164547
SAFEFLOW,viol_sample_rate,5833,0.0,0.0,0.0,0.0,0.0
SAFEFLOW,max_viol,5833,0.0,0.0,0.0,0.0,0.0
SAFEFLOW,latency_s,5833,0.008271069831433425,4.1108997049810024e-05,0.008247100945562124,0.008270014844782462,0.008272124818084387
SAFEFLOW,distortion_vs_flowmatch_m,5833,0.00016895533973727476,0.002867117959946371,0.0,9.537604100576247e-05,0.00024253463846878704
SAFEFLOW,dist_to_posthoc_m,5833,1.973955303786519e-05,6.160062155293201e-05,6.065661636966979e-06,1.815868660732084e-05,2.132041946840954e-05
UNICONFLOW,min_ade,5833,0.12476223975092048,0.1607424008897583,0.08837319910526276,0.12063708225858302,0.12888739724325793
UNICONFLOW,min_fde,5833,0.21960481509328897,0.3253844205669163,0.12882080674171448,0.2112544235789053,0.22795520660767263
UNICONFLOW,avg_ade,5833,0.7847826623413875,0.2791126799728918,0.7022329568862915,0.7776197497767916,0.7919455749059834
UNICONFLOW,avg_fde,5833,1.8108028840307469,0.5875190782220188,1.6711918115615845,1.7957252896063551,1.8258804784551386
UNICONFLOW,kde_nll,5833,0.09611068279430483,1.3779067493482218,-0.2639806866645813,0.060749245368006466,0.1314721202206032
UNICONFLOW,col010_sample_rate,5833,0.045208298533991394,0.07429200974122988,0.0,0.04330173101410581,0.04711486605387698
UNICONFLOW,col020_sample_rate,5833,0.13276187511990906,0.1548646546163095,0.10000000149011612,0.12878755915378848,0.13673619108602963
UNICONFLOW,apd,5833,0.9657034270762989,0.19765070319640313,0.9374690651893616,0.9606310860222692,0.9707757681303285
UNICONFLOW,viol_sample_rate,5833,0.0,0.0,0.0,0.0,0.0
UNICONFLOW,max_viol,5833,0.0,0.0,0.0,0.0,0.0
UNICONFLOW,latency_s,5833,0.008063895099526682,4.0090251728808965e-05,0.008038487905636429,0.008062866257096972,0.008064923941956391
UNICONFLOW,distortion_vs_flowmatch_m,5833,0.00024745867176253713,0.002838090646954208,6.530187238240615e-05,0.00017462430552555794,0.0003202930379995163
UNICONFLOW,dist_to_posthoc_m,5833,9.056719813314196e-05,8.956738767430079e-05,6.37639532214962e-05,8.826861618905905e-05,9.286578007722487e-05
GUIDEFLOW,min_ade,5833,0.12871275733578066,0.1583869176467716,0.08948513120412827,0.12464804898003752,0.1327774656915238
GUIDEFLOW,min_fde,5833,0.22212284421554784,0.32387340740065107,0.12841559946537018,0.21381123006948355,0.23043445836161214
GUIDEFLOW,avg_ade,5833,0.7856328410297484,0.2786113800978236,0.7034031748771667,0.7784827934026183,0.7927828886568785
GUIDEFLOW,avg_fde,5833,1.8102468676966008,0.5871433450015261,1.6714096069335938,1.7951789157728877,1.825314819620314
GUIDEFLOW,kde_nll,5833,0.13093366851988067,1.3761197544704544,-0.23086152970790863,0.0956180910239304,0.16624924601583094
GUIDEFLOW,col010_sample_rate,5833,0.04477970246733328,0.07418804080157682,0.0,0.0428758031186832,0.04668360181598336
GUIDEFLOW,col020_sample_rate,5833,0.13215326878661954,0.1547112013969617,0.10000000149011612,0.12818289091458,0.1361236466586591
GUIDEFLOW,apd,5833,0.9643532699179981,0.19726727675254055,0.9363360404968262,0.9592907687970471,0.969415771038949
GUIDEFLOW,viol_sample_rate,5833,0.0,0.0,0.0,0.0,0.0
GUIDEFLOW,max_viol,5833,0.0,0.0,0.0,0.0,0.0
GUIDEFLOW,latency_s,5833,0.009932618892210213,0.0001649638509043428,0.009865280014462768,0.009928385398982812,0.009936852385437614
GUIDEFLOW,distortion_vs_flowmatch_m,5833,0.012490530698185766,0.005661905094777734,0.011518619023263454,0.012345228338053392,0.01263583305831814
GUIDEFLOW,dist_to_posthoc_m,5833,0.012364763255680858,0.004864883054464678,0.01148404460400343,0.012239914997409326,0.012489611513952389
POSTHOC_PROJ,min_ade,5833,0.12476209690457057,0.16074225924733443,0.08835381269454956,0.1206369430472249,0.12888725076191623
POSTHOC_PROJ,min_fde,5833,0.21960676225918008,0.32538664873165346,0.12878569960594177,0.21125631356305463,0.22795721095530552
POSTHOC_PROJ,avg_ade,5833,0.7847786422671369,0.27911210760026417,0.7023004293441772,0.7776157443914297,0.7919415401428441
