method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,trajectory_distortion_vs_plain,projection_failure_rate,trigger_fraction,zero_projection_trajectory
POV_L05_ADAPTIVE_NO_LAST,0,20,0.0,0.0,0.06011134068483086,0.0,0.20689890947341905,1.2666475772857666,0.4581624946879686,3.116165078163908,0.8361137698081917,0.04841136288720263,48.41136288720264,10724.683541422588,0.12180118154287738,1.4805431580673252,1.2419212750392035,0.04856295691570267,1.1199927420238964,0.12225050007691607,6.0,0.0,17.5745668084604,0.40937674045562744,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,21,0.0,0.0,0.051874111689580074,0.0,0.3269483264923094,2.1602195501327515,0.45542066283955535,3.0083517727087576,0.8486683815459979,0.05707690434836654,57.07690434836655,12316.503282906011,0.10279522291262265,1.5049653806190977,1.4282212550169788,0.04883937508566305,1.3052237461088225,0.14144703111378476,6.0,0.0,18.143375220709498,0.41052624583244324,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,22,0.0,0.0,0.043736425728030326,0.0,0.2367490645885466,2.5235098600387573,0.42841335789575674,3.0003221660267787,0.8808216050618866,0.06168511685606511,61.685116856065115,13165.660940962623,0.13808375387526417,1.467174873438441,1.5160571549786255,0.04856301605468616,1.3938911280129105,0.1500780270434916,6.0,0.0,21.727062280051907,0.584182858467102,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,23,0.0,0.0,0.044902067629630116,0.0,0.2960592624187468,4.272241592407227,0.46680583195375885,3.006865155278552,0.8292014398240484,0.07492426009753428,74.92426009753427,13963.657822446843,0.15682041302007171,1.4742845035409426,1.7947220639907755,0.048414732969831675,1.6728465460473672,0.18043753696838394,6.0,0.0,24.016782381479064,0.7659124732017517,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,24,0.0,0.0,0.06242951281313511,0.0,0.2844153460502623,1.672048568725586,0.45364683550428053,3.0919062410685947,0.8766427196644918,0.04652423624614643,46.52423624614644,9717.882760121965,0.12007610806271744,1.5254003199896162,1.3269707699655555,0.04829520109342411,1.2054844829253852,0.12751518690492958,6.0,0.0,20.083788021910188,0.4683133065700531,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,25,0.0,0.0,0.05209907825652006,0.0,0.3079424914360045,1.5280944108963013,0.44991826689397163,3.001686070797701,0.8526597483340077,0.04769924912520825,47.699249125208254,9278.582532119535,0.12689983906021124,1.509919848537865,1.4183640530100092,0.04828272887971252,1.2967510800808668,0.13867012597620487,6.0,0.0,23.173256870743575,0.5259900689125061,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,26,0.0,0.0,0.04965452238495578,0.0,0.20933960791826234,3.03987979888916,0.44486480531650435,3.1091685850054653,0.8536272003967639,0.05968277410691644,59.68277410691644,13785.47681330899,0.13030944804775066,1.4161806062228368,1.5156188789987937,0.04855388810392469,1.3932536990032531,0.1476874920190312,6.0,0.0,17.980599311973293,0.4418680667877197,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,27,0.0,0.0,0.04147155222040701,0.0,0.17444030609130845,1.8700134754180908,0.459773148850126,2.9347709384009835,0.8063004811523302,0.06219535660194919,62.1953566019492,13700.958457324687,0.15987156974153582,1.4887784401813815,1.6144636469543912,0.04866679006954655,1.4918974379543215,0.15929497603792697,6.0,0.0,23.734367669622166,0.6809168457984924,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,28,0.0,0.0,0.0509435862738694,0.0,0.2365104969978331,0.4913640022277832,0.4202146608906753,3.1230484104889715,0.856466349516418,0.048578601177942105,48.578601177942105,10951.910644153528,0.17290582053969356,1.3711368966881634,1.6077826409600675,0.04836323001654819,1.4859264429542236,0.1616865280084312,6.0,0.0,17.69149762847529,0.38825488090515137,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,29,0.0,0.0,0.05370360318546323,0.0,0.16233326163291917,5.248756408691406,0.4915236980051779,2.9841556941549503,0.8136836352877861,0.09118961689914684,91.18961689914684,24481.97994243866,0.1717379152678778,1.5567772484902695,1.6052393430145457,0.04843134304974228,1.483274391910527,0.15605959098320454,6.0,0.0,22.924897984503716,0.7324573993682861,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,30,0.0,0.0,0.06603671697657172,0.0,0.2729378756523131,1.8940162658691406,0.4872464368379164,3.0328032073254034,0.8390888517636563,0.04608981277225599,46.08981277225599,8678.454621858746,0.1159687818364078,1.5990696773212447,1.5162906930199824,0.04848562297411263,1.3944591049221344,0.1522180011961609,6.0,0.0,21.81351707537312,0.617699921131134,0.0,0.8571428571428571,0.0
