method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,trajectory_distortion_vs_plain,projection_failure_rate
GOAL_AWARE_FINAL_PROJECTION,0,14,0.0,0.0,0.050349609361079586,0.0,0.0,0.0,0.45574066744603126,2.219253611381901,0.7883141176870234,0.01888587505512626,18.88587505512626,343.14826163360794,0.4624803245785496,2.281593848772138,0.17407909303437918,0.04378209204878658,0.09272633300861344,0.010514882975257933,1.0,0.0,2.4489479720780407,2.4489479064941406,0.0
PLAIN_FM,0,15,0.0,0.0,0.07099371356414787,0.0,0.28241024580001817,1.04286789894104,0.44399104074224555,3.2457227593510094,0.9062841053160228,0.04550298776339942,45.502987763399425,9608.523598733693,0.161204562512827,1.410640902582587,0.07035556499613449,0.043865003040991724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POV_L05_ALWAYS,0,15,0.0,0.0,0.05456234054393809,0.0,0.0740885303497314,0.09285926818847656,0.5206321128852747,2.449885940709147,0.7429859322076947,0.033373006616221335,33.37300661622134,4624.826650453429,0.5165460946969441,2.2656605729419903,1.5105334460386075,0.047614466981031,1.382021217898,0.14929454401135445,7.0,0.0,28.61738038758677,2.9834039211273193,0.0
YFLOW_MAIN_PORT,0,15,0.0,0.0,0.034911369022456576,0.0,0.0,0.0,0.44887450025177006,2.3626699092627708,0.7404216057994237,0.019673830713530342,19.673830713530347,320.49368666108586,0.3494051087466919,1.8898330833815133,0.5554404989816248,0.04539673094404861,0.4592956599663012,0.047564564971253276,3.0,0.0,4.623442428228991,1.8984990119934082,0.0
GOAL_AWARE_FINAL_PROJECTION,0,15,0.0,0.0,0.04694896387331961,0.0,0.0,0.0,0.46013128231715994,2.588290153052312,0.8602460009441317,0.033158629201023096,33.158629201023096,574.2314040991431,0.5165755016414568,2.16264998257097,0.1744887739769183,0.04379218292888254,0.09330847801174968,0.010557543952018023,1.0,0.0,2.6866034395886236,2.686603546142578,0.0
PLAIN_FM,0,16,0.0,0.0,0.06867715632304254,0.0,0.177156489753723,0.41661977767944336,0.4287456098575332,3.2641271188331777,0.8945195399907299,0.038363912317950444,38.363912317950444,7052.389954790783,0.18403995604520557,1.3936387677487476,0.06978543096920475,0.04362513904925436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POV_L05_ALWAYS,0,16,0.0,0.0,0.04104506259125121,0.0,0.022868078613281106,0.0,0.4286437595901841,2.611148235279784,0.7911945166840457,0.022011692970391045,22.011692970391042,3147.7592022473177,0.268874261655514,1.751975101946896,1.4198983879759908,0.04749446507776156,1.2915625860332511,0.14068302907980978,7.0,0.0,21.737546606737908,1.5377992391586304,0.0
YFLOW_MAIN_PORT,0,16,0.0,0.0,0.0324924603358602,0.0,0.0,0.0,0.40915808331212516,2.4710765111998474,0.7822934906157963,0.026715267187116205,26.715267187116208,481.64533279834615,0.34817331527224193,1.8723379915758316,0.5548463150043972,0.0452919309027493,0.4586261850199662,0.04804682999383658,3.0,0.0,4.921982435710234,1.9340379238128662,0.0
GOAL_AWARE_FINAL_PROJECTION,0,16,0.0,0.0,0.038651073020129906,1.1642945185741382e-07,0.005891483688354349,0.0,0.39957910518815104,2.5531022588633467,0.8321250129988562,0.049173933215451715,49.17393321545171,1123.6460958505388,0.5969128344658609,2.175039722768236,0.2650119530153461,0.04379321192391217,0.1836641919799149,0.019579489016905427,1.0,0.0,3.1412820146214138,3.141282081604004,0.0
PLAIN_FM,0,17,0.0,0.0,0.06344979152423678,0.0,0.26483432617187486,0.858147144317627,0.4411747125904128,3.154291262656695,0.8632335143475767,0.037175329093660614,37.175329093660615,7476.271730054496,0.14676478732675655,1.407868335723604,0.07024701300542802,0.043902684934437275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POV_L05_ALWAYS,0,17,0.0,0.0,0.04709823143063986,0.0,0.0077306793212890135,0.0,0.4308089308156567,2.5508009260407603,0.7991550646142509,0.02225845139624183,22.25845139624183,2485.5169858088943,0.32261112795673685,1.8179684411282966,1.6929860179661773,0.04757287708343938,1.5643260469660163,0.16476347291609272,7.0,0.0,23.908063203623595,1.671793818473816,0.0
YFLOW_MAIN_PORT,0,17,0.0,0.0,0.029742574126659017,0.0,0.0,0.0,0.4380723972777129,2.3435620951327936,0.7377527578395449,0.01912275629321461,19.12275629321461,323.6522321726957,0.3625596641400237,1.8814198313885842,0.55519337503938,0.04533383098896593,0.4590122959925793,0.049111436994280666,3.0,0.0,4.568659693548843,1.8322489261627197,0.0
