t,dt,delta,mean_abs_change_m,path
0.0,0.05,0.1,0.018427292238286236,sampler
0.0,0.05,0.5,0.09638567441104695,sampler
0.0,0.05,1.0,0.2684982761766763,sampler
0.05,0.05,0.1,0.016950634541301884,sampler
0.05,0.05,0.5,0.08912404232133797,sampler
0.05,0.05,1.0,0.29220666669736994,sampler
0.1,0.05,0.1,0.017146192103098395,sampler
0.1,0.05,0.5,0.09028035040496096,sampler
0.1,0.05,1.0,0.3202205277366499,sampler
0.15000000000000002,0.05,0.1,0.01717167511159176,sampler
0.15000000000000002,0.05,0.5,0.09396379862951498,sampler
0.15000000000000002,0.05,1.0,0.4138092320378872,sampler
0.2,0.05,0.1,0.016675911048116276,sampler
0.2,0.05,0.5,0.09164221965595187,sampler
0.2,0.05,1.0,0.44069588317736663,sampler
0.25,0.05,0.1,0.017406385287374176,sampler
0.25,0.05,0.5,0.0956603058335237,sampler
0.25,0.05,1.0,0.5416677477971632,sampler
0.30000000000000004,0.05,0.1,0.017821733797425965,sampler
0.30000000000000004,0.05,0.5,0.10254566800004361,sampler
0.30000000000000004,0.05,1.0,0.6375504001720156,sampler
0.35000000000000003,0.05,0.1,0.018863593738845663,sampler
0.35000000000000003,0.05,0.5,0.11028707539950333,sampler
0.35000000000000003,0.05,1.0,0.8126497643327024,sampler
0.4,0.05,0.1,0.02106277383619931,sampler
0.4,0.05,0.5,0.12614611592631442,sampler
0.4,0.05,1.0,1.0433968770828361,sampler
0.45,0.05,0.1,0.023083709879521408,sampler
0.45,0.05,0.5,0.14095750692774356,sampler
0.45,0.05,1.0,1.342379902665165,sampler
0.5,0.05,0.1,0.02708739059989862,sampler
0.5,0.05,0.5,0.1740658306133014,sampler
0.5,0.05,1.0,1.7842094128995178,sampler
0.55,0.05,0.1,0.03326738035121374,sampler
0.55,0.05,0.5,0.22431264868602918,sampler
0.55,0.05,1.0,2.2960787819381068,sampler
0.6000000000000001,0.05,0.1,0.041147085885130386,sampler
0.6000000000000001,0.05,0.5,0.30192537170347755,sampler
0.6000000000000001,0.05,1.0,3.095833772732668,sampler
0.65,0.05,0.1,0.05334293731172557,sampler
0.65,0.05,0.5,0.4379338185134607,sampler
0.65,0.05,1.0,4.025070943801303,sampler
0.7000000000000001,0.05,0.1,0.0701566934925002,sampler
0.7000000000000001,0.05,0.5,0.6444656560377116,sampler
0.7000000000000001,0.05,1.0,5.177922743028489,sampler
0.75,0.05,0.1,0.09155438592185594,sampler
0.75,0.05,0.5,1.056892635953437,sampler
0.75,0.05,1.0,6.311663788525763,sampler
0.8,0.05,0.1,0.12503581514730744,sampler
0.8,0.05,0.5,1.716475770783461,sampler
0.8,0.05,1.0,7.5101740677254725,sampler
0.8500000000000001,0.05,0.1,0.161521172221335,sampler
0.8500000000000001,0.05,0.5,2.755197916798693,sampler
0.8500000000000001,0.05,1.0,8.617440927955045,sampler
0.9,0.05,0.1,0.21589280811490807,sampler
0.9,0.05,0.5,3.815310303916135,sampler
0.9,0.05,1.0,9.71427288954473,sampler
0.9500000000000001,0.05,0.1,0.3568551411691301,sampler
0.9500000000000001,0.05,0.5,4.81264754915081,sampler
0.9500000000000001,0.05,1.0,10.721869100779315,sampler
0.9,,0.1,0.21665363899908252,analytic
0.9,,0.5,3.8289204755727013,analytic
0.9,,1.0,9.6999380564354,analytic
0.95,,0.1,0.3509704489268328,analytic
0.95,,0.5,4.830591547028789,analytic
0.95,,1.0,10.734710486398171,analytic
0.98,,0.1,0.755223243412626,analytic
0.98,,0.5,5.498643985806808,analytic
0.98,,1.0,11.364311743594726,analytic
0.99,,0.1,0.9653981169814685,analytic
0.99,,0.5,5.689997036822163,analytic
0.99,,1.0,11.702597965380335,analytic
0.999,,0.1,1.1651868835187784,analytic
0.999,,0.5,5.926063566282451,analytic
0.999,,1.0,11.862140019148768,analytic
