subset,calibration,quantile,split,n_traj,v_max,a_max,speed_elem_rate,speed_traj_rate,speed_max_excess,acc_elem_rate,acc_traj_rate,acc_max_excess,any_traj_rate
zara1,elem,99.5,train,28010,1.7133287957949022,1.4710752869924906,0.004995239795311198,0.01435201713673688,2.1882734391849783,0.004998214923241699,0.04973223848625491,5.423782398268312,0.059407354516244196
zara1,elem,99.5,val,5118,1.7133287957949022,1.4710752869924906,0.009574052364204768,0.023446658851113716,1.8511662596091591,0.008108636186010161,0.06525986713559985,3.3198666871917104,0.07483391949980461
zara1,elem,99.5,test,2253,1.7133287957949022,1.4710752869924906,0.004401538689155201,0.005770084332001775,0.3570432873099709,0.001146619322384968,0.013759431868619618,1.1468416449402175,0.01908566355969818
zara1,elem,99.9,train,28010,1.9961052523141745,2.1217635103284183,0.0010026181125788408,0.003106033559443056,1.905496982665706,0.0010026181125788408,0.010246340592645484,4.7730941749323845,0.011960014280614066
zara1,elem,99.9,val,5118,1.9961052523141745,2.1217635103284183,0.004461378142503582,0.008792497069167644,1.5683898030898868,0.0019538882375928096,0.013872606486908948,2.6691784638557827,0.01817116060961313
zara1,elem,99.9,test,2253,1.9961052523141745,2.1217635103284183,0.0004438526409232135,0.000887705281846427,0.07426683079069862,0.00036987720076934457,0.004438526409232135,0.49615342160428977,0.005326231691078562
zara2,traj,99.0,train,25507,1.7652610941007914,2.1563761738446763,0.003371623475908574,0.01003646057944878,2.136341140879089,0.0009670547954156375,0.009722821186341005,4.7384815114161265,0.017759830634727723
zara2,traj,99.0,val,4173,1.7652610941007914,2.1563761738446763,0.009285885454109754,0.021327582075245627,1.79923396130327,0.002196661075165748,0.015815959741193385,2.6345658003395247,0.02923556194584232
zara2,traj,99.0,test,5833,1.7652610941007914,2.1563761738446763,0.0024429967426710096,0.006000342876735814,0.32291461988977055,0.00015715183724784274,0.0018858220469741129,0.42268077892410094,0.007886164923709926
zara2,traj,99.5,train,25507,1.877660109644222,2.38473834059944,0.0017805569712889273,0.00501823028972439,2.023942125335658,0.0005423347839155265,0.004979025365585917,4.510119344661363,0.00854667346218685
zara2,traj,99.5,val,4173,1.877660109644222,2.38473834059944,0.0068695582714274304,0.014857416726575605,1.6868349457598393,0.0020369039060627848,0.01557632398753894,2.406203633584761,0.024442846872753415
zara2,traj,99.5,test,5833,1.877660109644222,2.38473834059944,0.0011286359220526888,0.0027430138865078006,0.21051560434633987,8.571918395336877e-05,0.001028630207440425,0.19431861216933743,0.0037716440939482257
zara2,traj,99.9,train,25507,2.3556821729596686,3.0735647692256243,0.00023196246781929144,0.000940918179323323,1.5459200620202118,8.494400230002221e-05,0.0008625083310463794,3.8212929160351785,0.0015681969655388717
zara2,traj,99.9,val,4173,2.3556821729596686,3.0735647692256243,0.0023564182442687115,0.007907979870596693,1.2088128824443927,0.0005791197379982427,0.005751258087706686,1.7173772049585767,0.01054397316079559
zara2,traj,99.9,test,5833,2.3556821729596686,3.0735647692256243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zara2,elem,99.0,train,25507,1.6419217779784734,1.2418661927216634,0.009987454424275689,0.022817265848590583,2.259680457001407,0.009980920270252611,0.09495432626337869,5.652991492539139,0.10926412357392089
zara2,elem,99.0,val,4173,1.6419217779784734,1.2418661927216634,0.01691429027877626,0.03977953510663791,1.922573277425588,0.01555635434140107,0.12221423436376708,3.5490757814625375,0.14258327342439492
zara2,elem,99.0,test,5833,1.6419217779784734,1.2418661927216634,0.007657580433167609,0.015600891479513115,0.4462539360120885,0.005943196754100234,0.05931767529573118,1.3371907600471138,0.0713183610492028
zara2,elem,99.5,train,25507,1.713630101568013,1.4776011228085246,0.004995360750643614,0.014545026855373035,2.1879721334118676,0.004982292442597457,0.048927745324812796,5.417256562452279,0.058611361587015326
zara2,elem,99.5,val,4173,1.713630101568013,1.4776011228085246,0.011742151929067817,0.02875629043853343,1.8508649538360482,0.008547008547008548,0.06566019650131799,3.3133408513756764,0.07740234843038582
zara2,elem,99.5,test,5833,1.713630101568013,1.4776011228085246,0.003743071032630436,0.007543288187896451,0.3745456124225488,0.002657294702554432,0.02983027601577233,1.1014558299602526,0.03600205726041488
zara2,elem,99.9,train,25507,2.028585671696952,2.1563761738446763,0.00100299264254257,0.0030971890069392714,1.8730165632829285,0.0009670547954156375,0.009722821186341005,4.7384815114161265,0.011330223076018348
zara2,elem,99.9,val,4173,2.028585671696952,2.1563761738446763,0.005271986580397795,0.010783608914450037,1.5359093837071094,0.002196661075165748,0.015815959741193385,2.6345658003395247,0.02108794632159118
zara2,elem,99.9,test,5833,2.028585671696952,2.1563761738446763,8.571918395336877e-05,0.0005143151037202125,0.05959004229360998,0.00015715183724784274,0.0018858220469741129,0.42268077892410094,0.002400137150694325
