method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,optimizer_latency_sec,trajectory_distortion_vs_plain,projection_failure_rate
PLAIN_FM,0,28,0.0,0.0,0.06732369667314327,0.0,0.26792125072479234,0.0,0.4354224763138797,3.2104825964030486,0.8930969492311631,0.04351725906279244,43.51725906279244,9078.06188738232,0.17135464191557148,1.405113073553493,0.06917942099971697,0.043472552963066846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,0,28,0.0,0.0,0.03944114869182745,0.0,0.0,0.0,0.38889953035987207,2.5258635555009312,0.825500438187996,0.031192527834157064,31.19252783415707,609.9534567927341,0.3445795103470236,1.8062858047045347,0.5854474770021625,0.04419066308764741,0.46318166895071045,0.04841614601900801,3.0,0.0,4.580993447553885,0.46318166895071045,1.709420084953308,0.0
L1_NO_REPLACE,0,28,0.0,0.0,0.035753380813021055,0.0,0.0,0.0,0.3937858622554506,2.5054157069205263,0.8157246263855892,0.029055395476085488,29.055395476085483,578.2412826302209,0.34716583701325665,1.8060919255761976,0.49257485300768167,0.045015054929535836,0.369660947995726,0.039409527904354036,3.0,0.0,4.565237540505118,0.369660947995726,1.7146217823028564,0.0
L05_REPLACE,0,28,0.0,0.0,0.028168508674307632,0.0,0.0,0.0,0.42645919897786755,2.3922085833891322,0.7816986300254983,0.020947879651716357,20.94787965171636,381.81678883711356,0.3549047303651124,1.869297149953794,0.4931606680038385,0.04521778202615678,0.3697561799781397,0.03944414894795045,3.0,0.0,5.326610989256437,0.3697561799781397,1.8249911069869995,0.0
L05_NO_REPLACE,0,28,0.0,0.0,0.03874995956687617,0.0,0.015851216125488232,0.0,0.42905397214184626,2.721702093851295,0.801629027060925,0.02116079240648494,21.16079240648494,2426.133201076958,0.2073998739848642,1.6353716410277985,0.49252082098973915,0.045072336914017797,0.3693627690663561,0.03936828603036702,3.0,0.0,5.326610989256437,0.3693627690663561,1.043922781944275,0.0
PLAIN_FM,0,29,0.0,0.0,0.06930764277947167,0.0,0.2657376345634459,2.3582708835601807,0.46601390579440183,3.1888883558390027,0.8624794802495463,0.052189470682512784,52.18947068251278,11951.653291448938,0.1514968191484495,1.4440740313746527,0.06978751602582633,0.044007427990436554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,0,29,0.0,0.0,0.03891023868343628,0.0,0.0,0.0,0.4208763904805078,2.5107506442131218,0.7786885620169396,0.02825886321599321,28.258863215993212,490.84805671501704,0.3239611279528388,1.8720355679537362,0.5831749449716881,0.044482820900157094,0.46053352806484327,0.04800970392534509,3.0,0.0,4.3839372645916725,0.46053352806484327,1.692969560623169,0.0
L1_NO_REPLACE,0,29,0.0,0.0,0.03103396789168781,0.0,0.0049840972900390135,0.0,0.37738101284275405,2.6237434426125854,0.8225155745957383,0.038410634189721016,38.410634189721016,871.3614688056201,0.3265437353600419,1.8061365922888362,0.6759700769907795,0.04529231204651296,0.5525932410382666,0.05640431505162269,3.0,0.0,4.387730937642128,0.5525932410382666,1.6355644464492798,0.0
L05_REPLACE,0,29,0.0,0.0,0.023576847274336774,1.1642945185741382e-07,0.004154400634765576,0.0,0.3625860050551343,2.63166887113885,0.8159394350516112,0.03996438635708992,39.96438635708992,912.1895360053895,0.3268001856470504,1.832994686615671,0.6756085570086725,0.04539284604834393,0.5522574429633096,0.05649947898928076,3.0,0.0,4.622659182910811,0.5522574429633096,1.631727695465088,0.0
L05_NO_REPLACE,0,29,0.0,0.0,0.043643177737362635,0.0,0.07317061882019038,0.0,0.41295068432354487,2.830790856696906,0.804994021451639,0.032121138584030956,32.12113858403096,3556.0315166482055,0.19010772610098337,1.627151622474546,0.6779627790092491,0.04546702699735761,0.5542730850283988,0.0568891879520379,3.0,0.0,4.622659182910811,0.5542730850283988,0.9098280668258667,0.0
PLAIN_FM,0,30,0.0,0.0,0.07494434153301345,0.0,0.2333967503547667,1.1172783374786377,0.4627508028600341,3.2260413847837763,0.8835641729931072,0.03645988323529392,36.45988323529392,6076.363164243802,0.1440851181321155,1.4477485159543046,0.06953416898613796,0.043778921070043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,0,30,0.0,0.0,0.03797036736780236,0.0,0.0,0.0,0.42131762567043085,2.453036775060458,0.7807210841336498,0.02510089726558607,25.10089726558607,483.17069016315736,0.3198807627876701,1.8845861052126613,0.49370940000517294,0.04446645005373284,0.3707803450524807,0.039841418038122356,3.0,0.0,5.024806089692022,0.3707803450524807,1.74008047580719,0.0
L1_NO_REPLACE,0,30,0.0,0.0,0.03173957029096074,0.0,0.0,0.0,0.4274023796334475,2.4306403191997656,0.7552960061531323,0.023075378750548464,23.075378750548467,416.2555722598868,0.32488887515125076,1.8818692010890146,0.4931392549769953,0.04520986904390156,0.3698136809980497,0.039770015864633024,3.0,0.0,5.0007926134287315,0.3698136809980497,1.7583723068237305,0.0
L05_REPLACE,0,30,0.0,0.0,0.0433011187868272,0.0,0.0,0.0,0.44232970895223134,2.437424483349779,0.7366741153014476,0.022667627988398716,22.667627988398717,415.91675526006816,0.3212669218366963,1.900323285586199,0.5887517610099167,0.04527525103185326,0.46513286902336404,0.05032224499154836,3.0,0.0,4.9965501757262025,0.46513286902336404,1.7540315389633179,0.0
L05_NO_REPLACE,0,30,0.0,0.0,0.04667196537262629,0.0,0.0028490589141845213,0.0,0.45428995888417767,2.7656545703541355,0.7711201263689884,0.02023348780116896,20.233487801168963,1620.8108353523266,0.16478914647582288,1.6646345698045077,0.5864198979688808,0.045202889072243124,0.4631595760001801,0.050110729003790766,3.0,0.0,4.9965501757262025,0.4631595760001801,0.9698101878166199,0.0
PLAIN_FM,0,31,0.0,0.0,0.05525623602186401,0.0,0.28507189121246324,0.09185194969177246,0.4455985080199772,3.164932395871164,0.8899415178849265,0.027566878982912435,27.56687898291243,4583.492992645776,0.13459371138430862,1.399058871817501,0.06920181104214862,0.04357328510377556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,0,31,0.0,0.0,0.029163970994317216,0.0,0.0,0.0,0.3883221966525666,2.4954075217194305,0.8008500323600048,0.028498029090293517,28.498029090293517,549.0036146037284,0.3310980770718827,1.822625810559583,0.5834354599937797,0.044430060079321265,0.460945296974387,0.04810226307017729,3.0,0.0,4.65489070590218,0.460945296974387,1.6609950065612793,0.0
L1_NO_REPLACE,0,31,0.0,0.0,0.026726970633400828,0.0,0.0,0.0,0.42504757051661063,2.3624129705707895,0.7423590219569558,0.020208761415938747,20.20876141593875,382.57076525229917,0.3536332906308173,1.9111631838203564,0.5839899539714679,0.045241329120472074,0.46053033508360386,0.04744599695550278,3.0,0.0,4.785726405979187,0.46053033508360386,1.7869646549224854,0.0
L05_REPLACE,0,31,0.0,0.0,0.02953473976045274,0.0,0.0,0.0,0.38935234881928427,2.561952291604575,0.8177587000713462,0.0311291415308826,31.129141530882602,605.4731850893919,0.32094186208731185,1.8200960112502849,0.5842197799938731,0.045240150939207524,0.4607095210812986,0.048151285969652236,3.0,0.0,4.793540654108654,0.4607095210812986,1.6044031381607056,0.0
L05_NO_REPLACE,0,31,0.0,0.0,0.032020135217821016,0.0,0.020072993302345132,0.0,0.40809335020700543,2.796801701474046,0.8293383827792457,0.020898804812966243,20.898804812966244,1267.7162519546757,0.1853644059416996,1.6014947349645108,0.5840611759922467,0.045067812025081366,0.46096451696939766,0.048114234989043325,3.0,0.0,4.793540654108654,0.46096451696939766,0.9021744132041931,0.0
PLAIN_FM,1,0,0.0,0.0,0.023263957447231254,0.0,0.0,0.43109700083732605,0.47662466265846404,2.2086897000169516,1.1200858245447742,0.04577244242206839,45.772442422068394,10133.282320276972,0.111956956771977,1.7538306089924391,0.06886124098673463,0.04345760395517573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,0,0.0,0.0,0.0232073100692511,0.0,0.0,0.0,0.16635422786246865,1.5801593928832771,0.9418125453539213,0.020665117188901128,20.665117188901128,548.753922231815,0.3345645944791261,1.9197364285637388,0.49398104497231543,0.044141501013655216,0.3720016159932129,0.03928974404698238,3.0,0.0,3.089950722777721,0.3720016159932129,1.113611102104187,0.0
L1_NO_REPLACE,1,0,0.0,0.0,0.022519801677371443,0.0,0.0,0.0,0.173894989893308,1.5362638418783396,0.9276363846744724,0.018438529114391998,18.438529114391997,498.4275776910365,0.3426157868673393,1.9361886466603864,0.495052782993298,0.044868451019283384,0.3721828300622292,0.03930995397968218,3.0,0.0,3.141465292266248,0.3721828300622292,1.1441339254379272,0.0
L05_REPLACE,1,0,0.0,0.0,0.022866309454856876,0.0,0.0,0.0,0.2053611934733111,1.4866817569435886,0.8790763216119927,0.015916955727149407,15.916955727149407,428.2951644218324,0.33871753215714007,1.9619892144540874,0.4951173649751581,0.045072043081745505,0.37201725697377697,0.03936528600752354,3.0,0.0,3.2409333739087796,0.37201725697377697,1.1303291320800781,0.0
L05_NO_REPLACE,1,0,0.0,0.0,0.03225327299541364,0.0,0.0,0.0,0.32651134682681027,1.7797365667966656,0.973209353052203,0.018037595763009062,18.03759576300906,2276.329088525053,0.22595978128732122,1.8474814820434318,0.49499567097518593,0.04503393406048417,0.3719579149619676,0.03929971298202872,3.0,0.0,3.2409333739090984,0.3719579149619676,0.6138884425163269,0.0
PLAIN_FM,1,1,0.0,0.0,0.029226751757445102,0.0,0.0,0.340576171875,0.49592782323463386,2.1396053404908915,1.0738480903454093,0.04470306059039278,44.70306059039279,9513.875025195006,0.12631387586160014,1.8148175337889334,0.06887665198883042,0.04335548001108691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,1,0.0,0.0,0.02733504861492317,0.0,0.0,0.0,0.1825658343588534,1.418815596706315,0.8861909044704623,0.015332074125746914,15.332074125746914,387.9137909338096,0.3649571950830942,1.9987988513598556,0.4936003450420685,0.044377995014656335,0.37120275397319347,0.039285544015001506,3.0,0.0,3.456412793182287,0.37120275397319347,1.1718205213546753,0.0
L1_NO_REPLACE,1,1,0.0,0.0,0.02638207595661521,0.0,0.0,0.0,0.207706640113694,1.2503854376675794,0.7919285149725497,0.00850297956263725,8.50297956263725,311.6723195755636,0.38201903396730386,2.102063542501255,0.5845292659942061,0.04511192603968084,0.46145191899267957,0.04609631298808381,3.0,0.0,3.328278258628854,0.46145191899267957,1.2688987255096436,0.0
L05_REPLACE,1,1,0.0,0.0,0.02773269553947838,0.0,0.0,0.0,0.1499187790074596,1.6745291164603346,0.9675254508990928,0.029574890602457958,29.57489060245796,879.5811066762013,0.32541819207610256,1.9224844756168016,0.5858130800188519,0.0450063229072839,0.46268156997393817,0.04660719505045563,3.0,0.0,3.338985893150719,0.46268156997393817,1.021966576576233,0.0
L05_NO_REPLACE,1,1,0.0,0.0,0.035384826796510394,0.0,0.0,0.0,0.3096480580764151,1.8186909553759982,0.9811306369432535,0.022030593484781535,22.030593484781537,2588.9961462130796,0.22951761760105793,1.857890377763972,0.5880742889712565,0.045644982950761914,0.46466361195780337,0.04884575499454513,3.0,0.0,3.3389858931672505,0.46466361195780337,0.559084951877594,0.0
PLAIN_FM,1,2,0.0,0.0,0.026455756501162553,0.0,0.0,0.05957603454589844,0.4793752044418321,2.226107579916338,1.1022791121549373,0.040185257094313795,40.1852570943138,7890.860343613406,0.10232347084512208,1.7751870256176974,0.06881291000172496,0.043452794081531465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,2,0.0,0.0,0.019285941552731334,0.0,0.0,0.0,0.1791443705297852,1.5908351981310866,0.9335768791591769,0.02283775119555672,22.83775119555672,633.385569391032,0.3307629011281251,1.9404504772373887,0.49533232901012525,0.04450709995580837,0.3731622039922513,0.04026932903798297,3.0,0.0,3.4721325393798916,0.3731622039922513,1.1202366352081299,0.0
L1_NO_REPLACE,1,2,0.0,0.0,0.020245736718846344,0.0,0.0,0.0,0.17133804951598824,1.6668606880360497,0.9579435468290934,0.029313075492895635,29.313075492895635,869.9080887785371,0.3220856070959206,1.9437983196005142,0.4979859280283563,0.04574370395857841,0.37434099812526256,0.041728627926204354,3.0,0.0,3.4041032185876925,0.37434099812526256,1.0895708799362183,0.0
L05_REPLACE,1,2,0.0,0.0,0.025262928056475065,0.0,0.0,0.0,0.20522128034576398,1.470273653764765,0.8690829231024311,0.016206855024727285,16.206855024727286,481.91859787820795,0.3377499797612403,1.9928599584726303,0.49913621897576377,0.04546674498124048,0.37608903099317104,0.04179638886125758,3.0,0.0,3.613104714733185,0.37608903099317104,1.1527743339538574,0.0
L05_NO_REPLACE,1,2,0.0,0.0,0.03368950276191679,0.0,0.0,0.0,0.32678028698595574,1.7667347281647992,0.9535339110378956,0.01707708656659943,17.07708656659943,1773.6528038761762,0.22115746188777285,1.8821996005633852,0.4961959710344672,0.045252421929035336,0.37344094103900716,0.04153867205604911,3.0,0.0,3.6131047147339217,0.37344094103900716,0.6285600066184998,0.0
PLAIN_FM,1,3,0.0,0.0,0.02683456136772272,0.0,0.0,0.841413140296936,0.44957279424024976,2.2087819723976843,1.10537090273446,0.04532112220799921,45.32112220799921,10097.702442013182,0.1152251896274185,1.7465013863692178,0.06893338297959417,0.04358007590053603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,3,0.0,0.0,0.01848106988860264,0.0,0.0,0.0,0.14084548147141537,1.5332293780594823,0.9278234552495335,0.019618521739790437,19.618521739790438,504.92193803668846,0.3543833831058847,1.9185657530455724,0.40446184802567586,0.04424047586508095,0.28255899203941226,0.03174496494466439,3.0,0.0,3.323329928468427,0.28255899203941226,1.1315158605575562,0.0
L1_NO_REPLACE,1,3,0.0,0.0,0.01703707297236126,0.0,0.0,0.0,0.16696267310612847,1.4580806171564749,0.8901311333617352,0.0155064633221257,15.5064633221257,426.90110179340047,0.36450091675074736,1.9407463914714365,0.40344093105522916,0.04513128992402926,0.2805923919659108,0.03150641795946285,3.0,0.0,3.319441482697183,0.2805923919659108,1.1721504926681519,0.0
L05_REPLACE,1,3,0.0,0.0,0.020408032584865246,0.0,0.0,0.0,0.20019174207729568,1.4960388170311052,0.8922664290044217,0.016718234897741387,16.71823489774139,444.16789224217774,0.34678571756366566,1.9366686715310935,0.40329330699751154,0.04508943599648774,0.28075533505761996,0.03147554799215868,3.0,0.0,3.3398393564962685,0.28075533505761996,1.088241696357727,0.0
L05_NO_REPLACE,1,3,0.0,0.0,0.03389268461346945,0.0,0.0,0.0,0.31186766284871387,1.7814948157056467,0.9698550327026652,0.01864894346696895,18.64894346696895,2440.820640339916,0.2368961031920925,1.8343767946054985,0.4060627100407146,0.04543712711893022,0.2826527340221219,0.03158358990913257,3.0,0.0,3.339839356496314,0.2826527340221219,0.5958401560783386,0.0
PLAIN_FM,1,4,0.0,0.0,0.026051634530154855,0.0,0.0,0.5685862898826599,0.45465467611523364,2.206880576482378,1.1175605637776578,0.0370068479919138,37.0068479919138,6615.22641706326,0.12286460729901466,1.7868849240157116,0.06880373897729442,0.043422862014267594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,4,0.0,0.0,0.03192690961120466,0.0,0.0,0.0,0.1257351417853704,1.6775531765669967,0.9659132294801419,0.02930462060110356,29.304620601103558,845.9597627613945,0.33580858158995885,1.9051201398780246,0.5858438379946165,0.04427020205184817,0.46397748205345124,0.048843625001609325,3.0,0.0,3.180365663075033,0.46397748205345124,1.069050908088684,0.0
L1_NO_REPLACE,1,4,0.0,0.0,0.02177121901467681,0.0,0.0,0.0,0.146343101281385,1.6409271703387187,0.9642619347393863,0.026651093202281248,26.651093202281245,742.8888514417711,0.337808131078392,1.9190817989322768,0.4973587009590119,0.045201499946415424,0.37443068803986534,0.04193537391256541,3.0,0.0,3.235556311502455,0.37443068803986534,1.063909649848938,0.0
L05_REPLACE,1,4,0.0,0.0,0.01721300721556361,0.0,0.0,0.0,0.1755133957587885,1.6215979729841379,0.949989491328463,0.02464851133476998,24.64851133476998,676.5873868988285,0.3269884188502371,1.9357887029565164,0.4964427060331218,0.0451240650145337,0.3738619720679708,0.041679784015286714,3.0,0.0,3.4228256318506203,0.3738619720679708,1.0159484148025513,0.0
L05_NO_REPLACE,1,4,0.0,0.0,0.03316305441120575,0.0,0.0,0.0,0.30036593723946653,1.8367517443067745,1.0016147522687662,0.018970466661675844,18.970466661675843,1617.1050864025538,0.22825589924022638,1.8541648529693235,0.4966745419660583,0.045086086029186845,0.37401160702575,0.04176898900186643,3.0,0.0,3.4228256318506967,0.37401160702575,0.5567697882652283,0.0
PLAIN_FM,1,5,0.0,0.0,0.028311981678519837,0.0,0.0,1.1642885208129883,0.4646499558538081,2.155282218033726,1.11072559583367,0.04645483353872114,46.45483353872115,10143.732270500785,0.11955637993532503,1.816588513772786,0.06894891400588676,0.04352086398284882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,5,0.0,0.0,0.016480804528336945,0.0,0.0,0.0,0.18183486254760048,1.5537801124960424,0.9272266230766331,0.02004151380639462,20.04151380639462,518.1413411778548,0.33446020154765355,1.9580303969183865,0.5852923329803161,0.04441580903949216,0.4629380450351164,0.04767296405043453,3.0,0.0,2.8749237637594396,0.4629380450351164,1.0375049114227295,0.0
L1_NO_REPLACE,1,5,0.0,0.0,0.020437164648795567,0.0,0.0,0.0,0.1702080318747593,1.63416797605003,0.964825273080511,0.026848997907843675,26.84899790784367,755.6209278697601,0.3265093102014913,1.960551401186068,0.49346269702073187,0.04506204492645338,0.370883883908391,0.03932058502687141,3.0,0.0,3.197367200997978,0.370883883908391,1.0140633583068848,0.0
L05_REPLACE,1,5,0.0,0.0,0.021620044272856645,0.0,0.0,0.0,0.1811745290869791,1.6031779808977298,0.9399788162208694,0.023622657229608046,23.62265722960805,624.3661249637544,0.3215216392486271,1.9606348405626661,0.4945394449750893,0.04595861810958013,0.37118844996439293,0.03936724492814392,3.0,0.0,3.38623276361214,0.37118844996439293,0.9948364496231079,0.0
L05_NO_REPLACE,1,5,0.0,0.0,0.03490448580301336,0.0,0.0,0.0,0.31103055150357045,1.7941057654128851,0.9852224312151883,0.02106399477667653,21.063994776676534,2515.52555988821,0.22385639157494525,1.8874338721206994,0.49334087304305285,0.04489865998039022,0.37116501096170396,0.0393518649507314,3.0,0.0,3.38623276361214,0.37116501096170396,0.5407402515411377,0.0
PLAIN_FM,1,6,0.0,0.0,0.025604167693278945,0.0,0.0,0.876004695892334,0.4851561533772831,2.1468621024949828,1.0795237967093545,0.041605799965988365,41.60579996598837,8818.212301574375,0.11197684951689854,1.7387161324484277,0.06879703002050519,0.043398672016337514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,6,0.0,0.0,0.03301650761003569,0.0,0.0,0.0,0.2445623237159056,1.2544741834097615,0.7481896577768475,0.0071563930686376976,7.156393068637698,234.12738988255688,0.3719967717736664,2.0249761753576356,0.49223119497764856,0.04448528098873794,0.37036506907315925,0.039241201011464,3.0,0.0,3.4792234976791434,0.37036506907315925,1.2692632675170898,0.0
L1_NO_REPLACE,1,6,0.0,0.0,0.03147886863461201,0.0,0.0,0.0,0.24277120743366026,1.2995641489068537,0.769165771224948,0.008277596402616716,8.277596402616716,261.102499250554,0.364399526749401,1.9771200808057023,0.4929462029831484,0.04504624201217666,0.37049440399277955,0.039195230056066066,3.0,0.0,3.2890585776173324,0.37049440399277955,1.2243887186050415,0.0
L05_REPLACE,1,6,0.0,0.0,0.020863929560145114,0.0,0.0,0.0,0.2291885581235786,1.3979465329161946,0.8383119920706045,0.012746821298361175,12.746821298361176,344.28062468025576,0.34833979633199547,1.9663489113996566,0.49326267099240795,0.0449844129034318,0.370780099008698,0.039086266013327986,3.0,0.0,3.279113991983551,0.370780099008698,1.1444252729415894,0.0
L05_NO_REPLACE,1,6,0.0,0.0,0.03321907789544859,0.0,0.0,0.0,0.34046764313803757,1.698375863582181,0.9323023376826296,0.01566238921846798,15.662389218467979,2011.3288087149751,0.23316788757653237,1.8435025924046966,0.49383749498520046,0.04510966606903821,0.3713523540063761,0.039198430022224784,3.0,0.0,3.279113992406221,0.3713523540063761,0.6222191452980042,0.0
PLAIN_FM,1,7,0.0,0.0,0.02888453433745236,0.0,0.0,0.7495115324854851,0.4677762031772868,2.152781908499099,1.095481463570936,0.056283814131767404,56.2838141317674,12427.19212717758,0.12189560666906007,1.78818154850702,0.06877705798251554,0.043442111054901034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,7,0.0,0.0,0.026067366940467143,0.0,0.0,0.0,0.18407242495798123,1.4257549869816353,0.8876409616707754,0.014375438867648426,14.375438867648427,376.9740105028234,0.3563570618919497,1.9889475816028426,0.5840046859811991,0.04442799900425598,0.46200101799331605,0.04710864892695099,3.0,0.0,2.9688664527140025,0.46200101799331605,1.1103852987289429,0.0
L1_NO_REPLACE,1,7,0.0,0.0,0.029929410334875645,0.0,0.0,0.0,0.20785127891451455,1.3075172894920322,0.8229931526728527,0.009382422805389548,9.382422805389547,293.84553293506923,0.3721924671264023,2.032375798761417,0.5880125110270455,0.04519991809502244,0.4641875550150871,0.04827123001450673,3.0,0.0,3.0813101363752446,0.4641875550150871,1.1934401988983154,0.0
L05_REPLACE,1,7,0.0,0.0,0.030981037660612235,0.0,0.0,0.0,0.22924949512529072,1.3389556169126757,0.8358746929515213,0.010160433108967897,10.160433108967897,285.2848306733451,0.3510638045509297,2.0322995725586295,0.5867953979759477,0.045540416962467134,0.46315902803326026,0.0480817430652678,3.0,0.0,3.101793943048704,0.46315902803326026,1.1000182628631592,0.0
L05_NO_REPLACE,1,7,0.0,0.0,0.03510755910662716,0.0,0.0,0.0,0.33413028414266893,1.6837611497806213,0.9495545139439762,0.01872506184930496,18.72506184930496,2853.377245444558,0.23995142598655853,1.9017297642542288,0.5881246540229768,0.045205649046693,0.46524459298234433,0.048698759987019,3.0,0.0,3.101793944330682,0.46524459298234433,0.5918883085250854,0.0
PLAIN_FM,1,8,0.0,0.0,0.021712685048449865,0.0,0.0,0.7065367698669434,0.5174898734794546,2.2935875693044863,1.1261908959682145,0.043863437843290914,43.86343784329091,8634.710132871482,0.11301238325886348,1.7577975990078771,0.06904900498921052,0.04377242206828669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,8,0.0,0.0,0.018294744739093052,0.0,0.0,0.0,0.10849546815332319,1.778655299764537,1.006618929033595,0.03378827563793115,33.78827563793115,989.056121902891,0.3288158431001639,1.866031866441605,0.6728281709947623,0.04467826394829899,0.5508040639688261,0.0542494070250541,3.0,0.0,3.345474555537435,0.5508040639688261,1.2000712156295776,0.0
L1_NO_REPLACE,1,8,0.0,0.0,0.024517138961148557,0.0,0.0,0.0,0.1003254445189847,1.7597457603817546,1.0022537781268153,0.032687420423568314,32.68742042356831,938.0351189411272,0.32923142074917977,1.8671273029096076,0.5853410389972851,0.045747161959297955,0.4622089330223389,0.04731663496932015,3.0,0.0,3.4152486823444708,0.4622089330223389,1.2124015092849731,0.0
L05_REPLACE,1,8,0.0,0.0,0.04126426158259494,0.0,0.0,0.0,0.26964265681237326,1.3332631568755844,0.7615037438352003,0.009296722130968278,9.296722130968277,328.45109581169135,0.3404624980851951,2.034357396133066,0.4949475629837252,0.04555156995775178,0.3719631190178916,0.03917728102533147,3.0,0.0,3.619240624139011,0.3719631190178916,1.3031983375549316,0.0
L05_NO_REPLACE,1,8,0.0,0.0,0.031822105432201486,0.0,0.0,0.0,0.3745065943801352,1.7471271457902549,0.9274818107591077,0.015508496410304828,15.508496410304828,1867.7401234895585,0.21509300626259012,1.8860996720175118,0.4937162100104615,0.04539125494193286,0.3706782750086859,0.039201289997436106,3.0,0.0,3.619240624133204,0.3706782750086859,0.7039175629615784,0.0
PLAIN_FM,1,9,0.0,0.0,0.02465031951539204,0.0,0.0,0.0,0.4675222526979545,2.137647475053577,1.0590582527037486,0.0391464449230859,39.1464449230859,8039.5213358707715,0.0980966124122456,1.8375387681116864,0.06978305400116369,0.04412654094630852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,9,0.0,0.0,0.015393231444652905,0.0,0.0,0.0,0.18448200889709357,1.6135795565387443,0.960944447655127,0.025226233696451574,25.226233696451576,695.6831986218488,0.3134710329512761,1.97984323270458,0.4033832650166005,0.04485551797552034,0.28099602699512616,0.031708313967101276,3.0,0.0,3.1064437824075797,0.28099602699512616,1.082120656967163,0.0
L1_NO_REPLACE,1,9,0.0,0.0,0.014861978335392517,0.0,0.0,0.0,0.1839613433257584,1.6149689057486685,0.9616267132306446,0.025368196575726976,25.368196575726977,704.0727199893294,0.3138944626518755,1.979283138869488,0.4033458139747381,0.045442206086590886,0.28074567212024704,0.031725334003567696,3.0,0.0,3.145612098859543,0.28074567212024704,1.0838122367858887,0.0
L05_REPLACE,1,9,0.0,0.0,0.011345402791408929,0.0,0.0,0.0,0.17998171598261425,1.6884441506757948,0.9788727296562398,0.03075100788031942,30.75100788031942,927.8555616477915,0.3030717373693703,1.9711151672502518,0.4935026339953765,0.045291409944184124,0.37113025697181,0.03960967098828405,3.0,0.0,3.1567882043266695,0.37113025697181,1.048353910446167,0.0
L05_NO_REPLACE,1,9,0.0,0.0,0.032628931361978586,0.0,0.0,0.0,0.30707071195186864,1.8394423173616374,0.9829090271688011,0.021730144041441517,21.730144041441516,2140.3017207990106,0.20045996139319955,1.8913631630525172,0.4931236939737573,0.04522350791376084,0.3705639129620977,0.039235159929376096,3.0,0.0,3.156788204327314,0.3705639129620977,0.5743610262870789,0.0
PLAIN_FM,1,10,0.0,0.0,0.027875220085218644,0.0,0.0,0.6482911109924316,0.4640792153398366,2.190802550117072,1.097249945133866,0.04328256789140311,43.28256789140311,9101.850284645972,0.10052526416783587,1.7946258032660698,0.06879966898122802,0.04356557404389605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,1,10,0.0,0.0,0.02629877649764313,0.0,0.0,0.0,0.20874808483408255,1.4276795773681215,0.8586381828627051,0.014749167533075692,14.749167533075692,428.7063481928104,0.34819243153309754,2.013435237885666,0.40326418104814366,0.044702591898385435,0.28104955900926143,0.03179536701645702,3.0,0.0,3.6628161146391522,0.28104955900926143,1.1874866485595703,0.0
L1_NO_REPLACE,1,10,0.0,0.0,0.02339512235103397,0.0,0.0,0.0,0.17923633984409373,1.5776987578057262,0.9368599522254364,0.02290017349121476,22.90017349121476,638.5047906342256,0.32652972945681746,1.9741138776368068,0.40241401898674667,0.045153655926696956,0.2799158690031618,0.03163627302274108,3.0,0.0,3.81238503588147,0.2799158690031618,1.0966153144836426,0.0
L05_REPLACE,1,10,0.0,0.0,0.024222962876897694,0.0,0.0,0.0,0.18370120923125707,1.602336401083751,0.9359793363568066,0.02390419709493927,23.90419709493927,663.5030293164194,0.3161631013962335,1.9659064072764405,0.4020365090109408,0.045070112973917276,0.27963693003403023,0.03159538999898359,3.0,0.0,3.921363980959764,0.27963693003403023,1.0592410564422607,0.0
L05_NO_REPLACE,1,10,0.0,0.0,0.03427969345683145,0.0,0.0,0.0,0.30937077316744277,1.8135035329172164,0.9800573319254685,0.01957184421242464,19.57184421242464,2115.532654583774,0.21134485747930604,1.8761383784407761,0.4067388229887001,0.0453623739304021,0.28312368306797,0.031917928950861096,3.0,0.0,3.9213639809597596,0.28312368306797,0.5800380110740662,0.0
