method,task_id,seed,flow_step,t,lambda_pov,raw_velocity_norm,endpoint_constraint_violation_before_projection,endpoint_goal_error,endpoint_min_clearance,projection_called,projection_solver_success,projection_solver_status,projection_solver_iterations,projection_runtime_sec,projection_total_runtime_sec,correction_norm,normalized_correction_norm,velocity_change_norm,goal_error_before_projection,goal_error_after_projection,min_clearance_before_projection,min_clearance_after_projection,violation_before_projection,violation_after_projection,projection_error,predicted_endpoint_true_collision,adaptive_trigger,optimization_rate,unsafe_endpoint,time_eligible,raw_tracking_weight,safety_trigger_runtime_sec,true_collision_after_optimization,terminal_step,projection_active,eta
YFLOW_MAIN_PORT,0,27,4,0.5714285714285714,,18.269975662231445,2.3402918991088866,0.4619281894452627,0.05489694876181288,1.0,1.0,0.0,2,0.019177609006874263,0.18644114903872833,1.7152187129887766,4.002176761627197,4.002176761627197,0.4619281894452627,0.3558343027640146,0.05489694876181288,0.034947639351576645,2.3402918991088866,0.0013565555854819777,,0.0,0.0,1.0,,,22.857142857142854,0.0,0.0,0.0,1.0,0.3333333333333333
YFLOW_MAIN_PORT,0,27,5,0.7142857142857143,,18.618194580078125,1.648643773460388,0.45927766263744124,0.05388836518234731,1.0,1.0,0.0,2,0.019685512001160532,0.18843753798864782,1.5910305324588072,5.568606853485107,5.568606853485107,0.45927766263744124,0.3546366379085586,0.05388836518234731,0.027536299506712117,1.648643773460388,0.004351651830016623,,0.0,0.0,1.0,,,35.714285714285715,0.0,0.0,0.0,1.0,0.5
YFLOW_MAIN_PORT,0,27,6,0.8571428571428571,,19.63314437866211,1.471523356103897,0.44942362454442664,0.045958344040799334,1.0,1.0,0.0,1,0.01059519499540329,0.09465994499623775,1.3345864835050578,9.3421049118042,9.3421049118042,0.44942362454442664,0.40398983527257065,0.045958344040799334,0.030117309133936218,1.471523356103897,0.0,,0.0,0.0,1.0,,,51.42857142857142,0.0,0.0,1.0,1.0,1.0
HYBRID_LATE_DAMPED,0,27,0,0.0,,18.22707176208496,12.205152672195435,0.4569988768899692,0.046503729315039335,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_DAMPED,0,27,1,0.14285714285714285,,18.186466217041016,8.445329230690003,0.4660445322873756,0.0481981820109328,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_DAMPED,0,27,2,0.2857142857142857,,18.224924087524414,7.084486347103119,0.4667814300579532,0.05070197951289708,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_DAMPED,0,27,3,0.42857142857142855,,18.23958396911621,4.790814679527283,0.4653631206723245,0.05286964360979003,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_DAMPED,0,27,4,0.5714285714285714,,18.269975662231445,2.340315442943573,0.4619282600453731,0.0548969893448845,1.0,1.0,0.0,2,0.018888840975705534,0.1840775900054723,1.7153909866445287,4.0025787353515625,2.0012893676757812,0.4619282600453731,0.3558140977888772,0.0548969893448845,0.034955190186946955,2.340315442943573,0.0013567082535930197,,0.0,0.0,1.0,1.0,1.0,22.857142857142854,0.0,0.0,,,
HYBRID_LATE_DAMPED,0,27,5,0.7142857142857143,,18.46989631652832,1.6648273285865782,0.4581389642976406,0.05606054427590999,1.0,1.0,0.0,2,0.01826363697182387,0.1836048280238174,1.6369916471547425,5.729470729827881,2.8647353649139404,0.4581389642976406,0.34874489326321356,0.05606054427590999,0.028950404030492337,1.6648273285865782,0.004360385976505565,,0.0,0.0,1.0,1.0,1.0,35.714285714285715,0.0,0.0,,,
HYBRID_LATE_DAMPED,0,27,6,0.8571428571428571,,18.817384719848633,1.929487746620178,0.4565290391967141,0.05354999342300261,1.0,1.0,0.0,1,0.01054260297678411,0.09302655496867374,1.4553007589415343,10.187106132507324,5.093553066253662,0.4565290391967141,0.40901552701069654,0.05354999342300261,0.032191773479452776,1.929487746620178,0.0,,0.0,0.0,1.0,1.0,1.0,51.42857142857142,0.0,0.0,,,
HYBRID_LATE_ADAPTIVE,0,27,0,0.0,,18.22707176208496,12.205152672195435,0.4569988768899692,0.046503729315039335,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_ADAPTIVE,0,27,1,0.14285714285714285,,18.186466217041016,8.445329230690003,0.4660445322873756,0.0481981820109328,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_ADAPTIVE,0,27,2,0.2857142857142857,,18.224924087524414,7.084486347103119,0.4667814300579532,0.05070197951289708,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_ADAPTIVE,0,27,3,0.42857142857142855,,18.23958396911621,4.790814679527283,0.4653631206723245,0.05286964360979003,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_ADAPTIVE,0,27,4,0.5714285714285714,,18.269975662231445,2.340315442943573,0.4619282600453731,0.0548969893448845,1.0,1.0,0.0,2,0.019032595038879663,0.18591569602722302,1.7153909866445287,4.0025787353515625,2.0012893676757812,0.4619282600453731,0.3558140977888772,0.0548969893448845,0.034955190186946955,2.340315442943573,0.0013567082535930197,,0.0,1.0,1.0,1.0,1.0,22.857142857142854,0.0037146119866520166,0.0,,,
HYBRID_LATE_ADAPTIVE,0,27,5,0.7142857142857143,,18.46989631652832,1.6648273285865782,0.4581389642976406,0.05606054427590999,1.0,1.0,0.0,2,0.018212315044365823,0.18363382801180705,1.6369916471547425,5.729470729827881,2.8647353649139404,0.4581389642976406,0.34874489326321356,0.05606054427590999,0.028950404030492337,1.6648273285865782,0.004360385976505565,,0.0,1.0,1.0,1.0,1.0,35.714285714285715,0.0037101319758221507,0.0,,,
HYBRID_LATE_ADAPTIVE,0,27,6,0.8571428571428571,,18.817384719848633,1.929487746620178,0.4565290391967141,0.05354999342300261,1.0,1.0,0.0,1,0.010606495023239404,0.09347562602488324,1.4553007589415343,10.187106132507324,5.093553066253662,0.4565290391967141,0.40901552701069654,0.05354999342300261,0.032191773479452776,1.929487746620178,0.0,,0.0,1.0,1.0,1.0,1.0,51.42857142857142,0.0037163429660722613,0.0,,,
ADAPTIVE_ALLTIME_L05,0,27,0,0.0,,18.22707176208496,12.205152672195435,0.4569988768899692,0.046503729315039335,1.0,1.0,0.0,2,0.020540942961815745,0.18631336599355564,2.7490816578843615,2.749081611633301,1.3745408058166504,0.4569988768899692,0.608423553064068,0.046503729315039335,0.17209869384587062,12.205152672195435,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.003690072044264525,0.0,,,
ADAPTIVE_ALLTIME_L05,0,27,1,0.14285714285714285,,18.246280670166016,8.843931120300294,0.46753331108906077,0.047820695507592895,1.0,1.0,0.0,4,0.03890829306328669,0.369225868023932,4.3864007433359555,5.117466926574707,2.5587337017059326,0.46753331108906077,0.7824194120142265,0.047820695507592895,0.15779303285878077,8.843931120300294,0.0,,0.0,1.0,1.0,1.0,1.0,1.4285714285714284,0.0036766220000572503,0.0,,,
ADAPTIVE_ALLTIME_L05,0,27,2,0.2857142857142857,,18.246240615844727,7.1111269411087035,0.46954593692640956,0.04974575731198351,1.0,1.0,0.0,3,0.028821610030718148,0.276817498030141,2.1214854366064397,2.9700796604156494,1.4850398302078247,0.46954593692640956,0.4467517355136364,0.04974575731198351,0.0023262144411440033,7.1111269411087035,0.003726119387652105,,0.0,1.0,1.0,1.0,1.0,5.7142857142857135,0.0037210630252957344,0.0,,,
ADAPTIVE_ALLTIME_L05,0,27,3,0.42857142857142855,,18.390592575073242,4.671971362495422,0.47172695244669455,0.050623848240785654,1.0,1.0,0.0,2,0.02063063398236409,0.18515048699919134,1.483284319926881,2.595747470855713,1.2978737354278564,0.47172695244669455,0.514948624720957,0.050623848240785654,0.031552147760103,4.671971362495422,0.005468595692654343,,0.0,1.0,1.0,1.0,1.0,12.857142857142856,0.003726623021066189,0.0,,,
ADAPTIVE_ALLTIME_L05,0,27,4,0.5714285714285714,,18.489913940429688,2.521182459259033,0.47111021576925527,0.05203652980342853,1.0,1.0,0.0,2,0.018500990991014987,0.18409807101124898,1.709428697486177,3.9886670112609863,1.9943335056304932,0.47111021576925527,0.33908222438482,0.05203652980342853,0.010260211058678727,2.521182459259033,0.0003171816881057943,,0.0,1.0,1.0,1.0,1.0,22.857142857142854,0.0036952230148017406,0.0,,,
ADAPTIVE_ALLTIME_L05,0,27,5,0.7142857142857143,,18.76046371459961,2.136324208641052,0.4659435715787681,0.05279313570371465,1.0,1.0,0.0,2,0.018674837017897516,0.18641836900496855,1.5790244916510514,5.526585578918457,2.7632927894592285,0.4659435715787681,0.35461569390255715,0.05279313570371465,0.035921681749600934,2.136324208641052,0.004416427477968332,,0.0,1.0,1.0,1.0,1.0,35.714285714285715,0.003706861985847354,0.0,,,
ADAPTIVE_ALLTIME_L05,0,27,6,0.8571428571428571,,19.16551971435547,1.8037082370758055,0.46060459625750505,0.05094152930192565,1.0,1.0,0.0,1,0.010588245000690222,0.09363220998784527,1.4789547173631685,10.352683067321777,5.176341533660889,0.46060459625750505,0.4330081075383345,0.05094152930192565,0.029808890109838213,1.8037082370758055,0.0,,0.0,1.0,1.0,1.0,1.0,51.42857142857142,0.0037314030341804028,0.0,,,
PLAIN_FM,0,28,0,0.0,0.0,17.67752456665039,15.823155802154542,0.44859197106826915,0.05097455185393861,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,28,1,0.14285714285714285,0.0,17.628395080566406,9.377444845104218,0.44906964845631714,0.05208782192832999,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,28,2,0.2857142857142857,0.0,17.65458106994629,5.4355121519804,0.44604352604232594,0.054531597099382975,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,28,3,0.42857142857142855,0.0,17.66864013671875,3.0603081103801726,0.4422555797395038,0.05707954325660304,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,28,4,0.5714285714285714,0.0,17.672809600830078,1.6656945016622542,0.43745639920378704,0.0603354579634965,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,28,5,0.7142857142857143,0.0,17.697067260742188,0.5405725654602049,0.4341251384482747,0.06434546437993612,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,28,6,0.8571428571428571,0.0,17.576963424682617,0.26792125072479234,0.4354224763138797,0.06732369667314327,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
POV_L05_ALWAYS,0,28,0,0.0,0.5,17.67752456665039,15.823155802154542,0.44859197106826915,0.05097455185393861,1.0,1.0,0.0,4,0.041221561026759446,0.37149412400322035,3.647062945021613,3.6470630168914795,1.8235315084457397,0.44859197106826915,0.4634351454503561,0.05097455185393861,0.020868533410291504,15.823155802154542,0.0021564651620948894,,0.0,0.0,1.0,,,,0.0,0.0,,,
POV_L05_ALWAYS,0,28,1,0.14285714285714285,0.5,17.730775833129883,9.7337688621521,0.4491657186227897,0.051253282488863086,1.0,1.0,0.0,3,0.030163354997057468,0.28099866199772805,2.775996157710963,3.238662004470825,1.6193310022354126,0.4491657186227897,0.35842823741572716,0.051253282488863086,0.00801263941502825,9.7337688621521,0.003143104783073669,,0.0,0.0,1.0,,,,0.0,0.0,,,
POV_L05_ALWAYS,0,28,2,0.2857142857142857,0.5,17.89427947998047,5.7838957127571105,0.44591676290486415,0.053012998069969966,1.0,1.0,0.0,3,0.030770718993153423,0.2774891050066799,2.9851166492410983,4.179163455963135,2.0895814895629883,0.44591676290486415,0.6232271615272449,0.053012998069969966,-0.007762593507804869,5.7838957127571105,0.007762593507804869,,0.0,0.0,1.0,,,,0.0,1.0,,,
POV_L05_ALWAYS,0,28,3,0.42857142857142855,0.5,17.98453712463379,3.1331367906570433,0.4429029912473221,0.05444787562681551,1.0,1.0,0.0,2,0.020669025951065123,0.1850920760189183,2.7928206888010565,4.8874359130859375,2.443718194961548,0.4429029912473221,0.5863467951509082,0.05444787562681551,0.009703781748709561,3.1331367906570433,0.0,,0.0,0.0,1.0,,,,0.0,0.0,,,
POV_L05_ALWAYS,0,28,4,0.5714285714285714,0.5,18.155731201171875,1.4110191282272337,0.4400045675227182,0.055174206441093346,1.0,1.0,0.0,2,0.020796099037397653,0.1849262619507499,3.0008537667463666,7.0019917488098145,3.5009958744049072,0.4400045675227182,0.6072890377324018,0.055174206441093346,0.10128462896789137,1.4110191282272337,0.0,,0.0,0.0,1.0,,,,0.0,0.0,,,
POV_L05_ALWAYS,0,28,5,0.7142857142857143,0.5,18.047527313232422,1.438585978412628,0.4342148054374251,0.05561440816106629,1.0,1.0,0.0,2,0.019373585004359484,0.1835936579736881,2.4896474211027773,8.713766098022461,4.3568830490112305,0.4342148054374251,0.30445442826555463,0.05561440816106629,0.038338026238429565,1.438585978412628,0.00415466959509736,,0.0,0.0,1.0,,,,0.0,0.0,,,
POV_L05_ALWAYS,0,28,6,0.8571428571428571,0.5,18.968137741088867,0.7278744992256163,0.4202146608906753,0.0509435862738694,1.0,1.0,0.0,1,0.0107056470005773,0.09335942298639566,2.468734259497539,17.281139373779297,8.640569686889648,0.4202146608906753,0.4240714111220028,0.0509435862738694,0.031122788224408435,0.7278744992256163,0.0,,0.0,0.0,1.0,,,,0.0,0.0,,,
YFLOW_MAIN_PORT,0,28,0,0.0,,17.67752456665039,15.823155802154542,0.44859197106826915,0.05097455185393861,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.14285714285714285
YFLOW_MAIN_PORT,0,28,1,0.14285714285714285,,17.628456115722656,9.420207005405427,0.44888079294908695,0.05201837736290031,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.16666666666666666
YFLOW_MAIN_PORT,0,28,2,0.2857142857142857,,17.65492057800293,5.549380343818664,0.44595118411247175,0.05479629439745541,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.19999999999999998
YFLOW_MAIN_PORT,0,28,3,0.42857142857142855,,17.66775894165039,3.0760653805375098,0.4421315573754396,0.05702501025862032,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.25
YFLOW_MAIN_PORT,0,28,4,0.5714285714285714,,17.67341423034668,1.7601643991112708,0.437576936894985,0.06041537334234777,1.0,1.0,0.0,2,0.018803909013513476,0.1839922089711763,1.5800916491944297,3.686880350112915,3.686880350112915,0.437576936894985,0.4153050927901759,0.06041537334234777,0.04387605459827239,1.7601643991112708,0.005190414122397513,,0.0,0.0,1.0,,,22.857142857142854,0.0,0.0,0.0,1.0,0.3333333333333333
YFLOW_MAIN_PORT,0,28,5,0.7142857142857143,,18.04974937438965,0.8363629993438719,0.4373094033541181,0.061536941652379065,1.0,1.0,0.0,2,0.018727859016507864,0.18469716602703556,1.6756035114972099,5.864612102508545,5.864612102508545,0.4373094033541181,0.33080619029819386,0.061536941652379065,0.024023916215700304,0.8363629993438719,0.004227340086164322,,0.0,0.0,1.0,,,35.714285714285715,0.0,0.0,0.0,1.0,0.5
YFLOW_MAIN_PORT,0,28,6,0.8571428571428571,,19.089954376220703,0.5817155655860899,0.42411845128768266,0.05596879743702733,1.0,1.0,0.0,1,0.010612184996716678,0.09303893602918833,1.3252982868622456,9.277087211608887,9.277087211608887,0.42411845128768266,0.3888995210486097,0.05596879743702733,0.039441135935442434,0.5817155655860899,0.0,,0.0,0.0,1.0,,,51.42857142857142,0.0,0.0,1.0,1.0,1.0
HYBRID_LATE_DAMPED,0,28,0,0.0,,17.67752456665039,15.823155802154542,0.44859197106826915,0.05097455185393861,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_DAMPED,0,28,1,0.14285714285714285,,17.628395080566406,9.377444845104218,0.44906964845631714,0.05208782192832999,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_DAMPED,0,28,2,0.2857142857142857,,17.65458106994629,5.4355121519804,0.44604352604232594,0.054531597099382975,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_DAMPED,0,28,3,0.42857142857142855,,17.66864013671875,3.0603081103801726,0.4422555797395038,0.05707954325660304,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_DAMPED,0,28,4,0.5714285714285714,,17.672809600830078,1.6656945016622542,0.43745639920378704,0.0603354579634965,1.0,1.0,0.0,2,0.018449770926963538,0.18315616803010926,1.6388603873927985,3.824007511138916,1.912003755569458,0.43745639920378704,0.3948459061321928,0.0603354579634965,0.059980241742505366,1.6656945016622542,0.0038605362027195333,,0.0,0.0,1.0,1.0,1.0,22.857142857142854,0.0,0.0,,,
HYBRID_LATE_DAMPED,0,28,5,0.7142857142857143,,17.87877082824707,0.5533407744407652,0.4348346682217616,0.0626346126725729,1.0,1.0,0.0,1,0.010660796018783003,0.09282859100494534,2.116514452351755,7.407800674438477,3.7039003372192383,0.4348346682217616,0.461781684188464,0.0626346126725729,0.03169414986347045,0.5533407744407652,0.0,,0.0,0.0,1.0,1.0,1.0,35.714285714285715,0.0,0.0,,,
HYBRID_LATE_DAMPED,0,28,6,0.8571428571428571,,18.76828384399414,0.2582074817657469,0.4383476464070153,0.05919772238570044,1.0,1.0,0.0,1,0.010457100986968726,0.09280901000602171,1.5712361495118832,10.998653411865234,5.499326705932617,0.4383476464070153,0.4264591953889526,0.05919772238570044,0.02816851748808144,0.2582074817657469,0.0,,0.0,0.0,1.0,1.0,1.0,51.42857142857142,0.0,0.0,,,
HYBRID_LATE_ADAPTIVE,0,28,0,0.0,,17.67752456665039,15.823155802154542,0.44859197106826915,0.05097455185393861,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_ADAPTIVE,0,28,1,0.14285714285714285,,17.628395080566406,9.377444845104218,0.44906964845631714,0.05208782192832999,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_ADAPTIVE,0,28,2,0.2857142857142857,,17.65458106994629,5.4355121519804,0.44604352604232594,0.054531597099382975,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_ADAPTIVE,0,28,3,0.42857142857142855,,17.66864013671875,3.0603081103801726,0.4422555797395038,0.05707954325660304,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
HYBRID_LATE_ADAPTIVE,0,28,4,0.5714285714285714,,17.672809600830078,1.6656945016622542,0.43745639920378704,0.0603354579634965,1.0,1.0,0.0,2,0.018282586941495538,0.1826649559661746,1.6388603873927985,3.824007511138916,1.912003755569458,0.43745639920378704,0.3948459061321928,0.0603354579634965,0.059980241742505366,1.6656945016622542,0.0038605362027195333,,0.0,1.0,1.0,1.0,1.0,22.857142857142854,0.0035509690060280263,0.0,,,
HYBRID_LATE_ADAPTIVE,0,28,5,0.7142857142857143,,17.87877082824707,0.5533407744407652,0.4348346682217616,0.0626346126725729,1.0,1.0,0.0,1,0.010720036982093006,0.09349557699169964,2.116514452351755,7.407800674438477,3.7039003372192383,0.4348346682217616,0.461781684188464,0.0626346126725729,0.03169414986347045,0.5533407744407652,0.0,,0.0,1.0,1.0,1.0,1.0,35.714285714285715,0.003624041040893644,0.0,,,
HYBRID_LATE_ADAPTIVE,0,28,6,0.8571428571428571,,18.76828384399414,0.2582074817657469,0.4383476464070153,0.05919772238570044,1.0,1.0,0.0,1,0.010694706987123936,0.09423299500485882,1.5712361495118832,10.998653411865234,5.499326705932617,0.4383476464070153,0.4264591953889526,0.05919772238570044,0.02816851748808144,0.2582074817657469,0.0,,0.0,1.0,1.0,1.0,1.0,51.42857142857142,0.0036683009820990264,0.0,,,
ADAPTIVE_ALLTIME_L05,0,28,0,0.0,,17.67752456665039,15.823155802154542,0.44859197106826915,0.05097455185393861,1.0,1.0,0.0,4,0.04017213504994288,0.3707176759489812,4.446742549408097,4.446742534637451,2.2233712673187256,0.44859197106826915,0.4587777865153728,0.05097455185393861,0.06091947598166676,15.823155802154542,0.001433643672885232,,0.0,1.0,1.0,1.0,1.0,0.0,0.0036803919938392937,0.0,,,
ADAPTIVE_ALLTIME_L05,0,28,1,0.14285714285714285,,17.734760284423828,9.484145503902436,0.4488285824382947,0.050961866609528186,1.0,1.0,0.0,3,0.02875735895941034,0.27522996900370345,2.8510125288493113,3.326180934906006,1.663090705871582,0.4488285824382947,0.37025926121227004,0.050961866609528186,0.0360874310597996,9.484145503902436,0.004469637991643793,,0.0,1.0,1.0,1.0,1.0,1.4285714285714284,0.0036850020405836403,0.0,,,
ADAPTIVE_ALLTIME_L05,0,28,2,0.2857142857142857,,17.83597183227539,5.543092053794861,0.44569131637141723,0.05195204521858006,1.0,1.0,0.0,4,0.039234511903487146,0.3668760999571532,1.8484244567949302,2.587794303894043,1.2938971519470215,0.44569131637141723,0.4043033094013568,0.05195204521858006,0.046557670556524516,5.543092053794861,0.0030767313523132334,,0.0,1.0,1.0,1.0,1.0,5.7142857142857135,0.003663592040538788,0.0,,,
ADAPTIVE_ALLTIME_L05,0,28,3,0.42857142857142855,,17.8726863861084,2.926257413291931,0.44152531741958007,0.0540094726864931,1.0,1.0,0.0,2,0.020729107956867665,0.18514584697550163,2.41614445742664,4.22825288772583,2.114126443862915,0.44152531741958007,0.5621037083369327,0.0540094726864931,0.033056001084829645,2.926257413291931,0.0,,0.0,1.0,1.0,1.0,1.0,12.857142857142856,0.003650100959930569,0.0,,,
ADAPTIVE_ALLTIME_L05,0,28,4,0.5714285714285714,,18.13088035583496,1.3456158455848692,0.4387631218360227,0.055218375466360894,1.0,1.0,0.0,2,0.018801041005644947,0.182976613054052,1.5703253578932215,3.6640923023223877,1.8320462703704834,0.4387631218360227,0.3964400842047247,0.055218375466360894,0.05426854150021235,1.3456158455848692,0.005514164929431686,,0.0,1.0,1.0,1.0,1.0,22.857142857142854,0.003644520998932421,0.0,,,
ADAPTIVE_ALLTIME_L05,0,28,5,0.7142857142857143,,18.36684799194336,0.9460924681663512,0.43465689175879635,0.05774961814249373,1.0,1.0,0.0,2,0.018641474947798997,0.1868402700056322,1.5766856335420516,5.518399715423584,2.759199857711792,0.43465689175879635,0.35359334391390074,0.05774961814249373,0.03785735137198831,0.9460924681663512,0.0044074819232235996,,0.0,1.0,1.0,1.0,1.0,35.714285714285715,0.003615699999500066,0.0,,,
ADAPTIVE_ALLTIME_L05,0,28,6,0.8571428571428571,,18.78835105895996,0.23631767597198472,0.429561369256411,0.05749577878829033,1.0,1.0,0.0,1,0.010609936027321965,0.09281304001342505,1.4274030732208263,9.9918212890625,4.99591064453125,0.429561369256411,0.4036294600911189,0.05749577878829033,0.03598590458668799,0.23631767597198472,0.0,,0.0,1.0,1.0,1.0,1.0,51.42857142857142,0.00364865199662745,0.0,,,
PLAIN_FM,0,29,0,0.0,0.0,19.47170066833496,13.55339423980713,0.4731911945657608,0.05693011278690492,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,29,1,0.14285714285714285,0.0,19.415634155273438,12.4821557220459,0.48190837004949955,0.06219040837461949,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,29,2,0.2857142857142857,0.0,19.458419799804688,9.57045749988556,0.47670059835191875,0.06702209055377718,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,29,3,0.42857142857142855,0.0,19.480623245239258,7.909595530891418,0.46971842065367025,0.07082231188964298,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,29,4,0.5714285714285714,0.0,19.498987197875977,6.932031374835968,0.4627213467697943,0.07336029015013325,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,29,5,0.7142857142857143,0.0,19.5566349029541,5.212780397796631,0.45642711794914775,0.07097294861780468,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
PLAIN_FM,0,29,6,0.8571428571428571,0.0,19.469213485717773,2.6240085181236266,0.46601390579440183,0.06930764277947167,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
POV_L05_ALWAYS,0,29,0,0.0,0.5,19.47170066833496,13.55339423980713,0.4731911945657608,0.05693011278690492,1.0,1.0,0.0,4,0.03896219504531473,0.367248649999965,4.8438140539145556,4.843813896179199,2.4219069480895996,0.4731911945657608,0.6641504046714694,0.05693011278690492,0.09829434618069424,13.55339423980713,0.0,,0.0,0.0,1.0,,,,0.0,0.0,,,
POV_L05_ALWAYS,0,29,1,0.14285714285714285,0.5,19.529207229614258,12.824527185821534,0.48477665502085115,0.06041335498959484,1.0,1.0,0.0,3,0.029516897979192436,0.27674444700824097,3.187079594974984,3.718259334564209,1.8591296672821045,0.48477665502085115,0.4972433705431062,0.06041335498959484,-0.02584485016624187,12.824527185821534,0.03434000911478412,,0.0,0.0,1.0,,,,0.0,1.0,,,
POV_L05_ALWAYS,0,29,2,0.2857142857142857,0.5,19.63348960876465,10.169085722827912,0.47905143870881584,0.06255316571009502,1.0,1.0,0.0,3,0.02952708798693493,0.27819349302444607,2.0121327876729187,2.816985845565796,1.408492922782898,0.47905143870881584,0.5115391647984258,0.06255316571009502,0.0022779248224804594,10.169085722827912,0.004514067430832824,,0.0,0.0,1.0,,,,0.0,0.0,,,
POV_L05_ALWAYS,0,29,3,0.42857142857142855,0.5,19.712772369384766,8.570112746620179,0.4747703141412621,0.06550146493950777,1.0,1.0,0.0,3,0.02874729799805209,0.2749697539838962,4.323626936122847,7.566347122192383,3.7831735610961914,0.4747703141412621,0.4845867969917554,0.06550146493950777,-0.028788723138887806,8.570112746620179,0.03023401197860831,,0.0,0.0,1.0,,,,0.0,1.0,,,
