method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,optimizer_latency_sec,safety_trigger_latency_sec,trajectory_distortion_vs_plain,projection_failure_rate
POV_L05_ALWAYS,0,4,0.0,0.0,0.009198050221797538,0.0,0.0,0.0,0.3775147701885797,2.7034108246942523,0.8003282543448537,0.032973588565353706,32.9735885653537,4148.389310385209,0.34379855217022953,1.5079015405572473,1.5975568119902164,0.047011761052999645,1.4687014490482397,0.15907062502810732,7.0,0.0,27.417907931748505,1.4687014490482397,0.0,1.7403687238693237,0.0
YFLOW_MAIN_PORT,0,4,0.0,0.0,0.04302402641577491,0.0,0.0,0.0,0.4204440124244173,2.5199887865364383,0.7835182148323344,0.028122480643308186,28.12248064330819,513.0354271708278,0.32060494153535146,1.8446328683388864,0.644759769027587,0.04481377301272005,0.5487180009949952,0.05816440604394302,3.0,0.0,4.637487174263573,0.5487180009949952,0.0,1.75496506690979,0.0
HYBRID_LATE_DAMPED,0,4,0.0,0.0,0.05039165387479384,0.0,0.026020493769645547,0.0,0.42383639642000415,2.8349985773740602,0.8071532775704996,0.024804902919697613,24.80490291969761,2728.561154573139,0.17464721262991212,1.6011587394759943,0.6484145700233057,0.04544630000600591,0.5514595179702155,0.05899878602940589,3.0,0.0,4.871622702190201,0.5514595179702155,0.0,0.9461177587509155,0.0
HYBRID_LATE_ADAPTIVE,0,4,0.0,0.0,0.05039165387479384,0.0,0.026020493769645547,0.0,0.42383639642000415,2.8349985773740602,0.8071532775704996,0.024804902919697613,24.80490291969761,2728.561154573139,0.17464721262991212,1.6011587394759943,0.6487227180041373,0.0459356740466319,0.5515930639230646,0.05967628496000543,3.0,0.0,4.8716227021894145,0.5515930639230646,0.010879788955207914,0.9461177587509155,0.0
ADAPTIVE_ALLTIME_L05,0,4,0.0,0.0,0.044979689855641464,0.0,0.0038896616935728545,0.0,0.4317497773018562,2.7971801957074893,0.798281437127221,0.02704385458017211,27.04385458017211,3234.4231516176606,0.1800279074793205,1.612999681063946,1.5199981319601648,0.048555519024375826,1.386306606058497,0.1520732189528644,7.0,0.0,20.599575757502198,1.386306606058497,0.025924274930730462,1.0260800123214722,0.0
PLAIN_FM,0,5,0.0,0.0,0.06871894711325184,0.0,0.4044778760910033,0.9894442558288574,0.45396397892630014,3.2318001489384773,0.9142575046786916,0.04543701543915146,45.43701543915146,8801.735405676902,0.1358455085866821,1.385202283025336,0.07038465002551675,0.04368027695454657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POV_L05_ALWAYS,0,5,0.0,0.0,0.034998636861910515,0.0,0.0,0.0,0.43841371251134226,2.572614698568555,0.7813225082498195,0.021918196683043067,21.918196683043067,3088.429434523476,0.25325670085059004,1.7556400146767748,1.2408949040109292,0.048104844987392426,1.1104108610306866,0.12255082506453618,7.0,0.0,19.439147226856374,1.1104108610306866,0.0,1.4036567211151123,0.0
YFLOW_MAIN_PORT,0,5,0.0,0.0,0.028677306670940546,0.0,0.0043546722412108885,0.0,0.35897881140192167,2.6093430752249396,0.8295178010141221,0.039358332221411794,39.35833222141179,884.2051481823164,0.32960509767186014,1.8286046712928274,0.6445106660248712,0.04540443798759952,0.5481808389886282,0.05619066703366116,3.0,0.0,4.777435737229024,0.5481808389886282,0.0,1.703499674797058,0.0
HYBRID_LATE_DAMPED,0,5,0.0,0.0,0.03913015782530453,0.0,0.0,0.0,0.4409415765007931,2.7709211815262003,0.8052251499709122,0.0229304620847657,22.930462084765704,2389.8147723267275,0.1800197585206112,1.6369769907231988,0.5538489519967698,0.04572145693236962,0.45699712401255965,0.04779001808492467,3.0,0.0,4.854354783875385,0.45699712401255965,0.0,0.9877889156341553,0.0
HYBRID_LATE_ADAPTIVE,0,5,0.0,0.0,0.03913015782530453,0.0,0.0,0.0,0.4409415765007931,2.7709211815262003,0.8052251499709122,0.0229304620847657,22.930462084765704,2389.8147723267275,0.1800197585206112,1.6369769907231988,0.5524245779961348,0.04517754499102011,0.4562952270498499,0.047686724981758744,3.0,0.0,4.854354783875385,0.4562952270498499,0.010894049948547035,0.9877889156341553,0.0
ADAPTIVE_ALLTIME_L05,0,5,0.0,0.0,0.04591501586180986,0.0,0.0,0.0,0.4081290533532786,2.827355112858243,0.8300720181408077,0.028474395117726203,28.474395117726203,2752.9241136687865,0.18640801871378634,1.6062090588985989,1.4089792789891362,0.04823500907514244,1.277133489085827,0.13410491589456797,7.0,0.0,15.011788103512346,1.277133489085827,0.02553559502121061,0.9700281620025635,0.0
PLAIN_FM,0,6,0.0,0.0,0.06484939355565979,0.0,0.2835099514961241,2.738626003265381,0.44167463901593484,3.2023848000459663,0.910502013088369,0.04454768841918677,44.54768841918678,8511.49543714107,0.14292172461080252,1.4344313955465378,0.06964213197352365,0.04334527807077393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POV_L05_ALWAYS,0,6,0.0,0.0,0.04525743081173102,0.0,0.0,0.10632991790771484,0.43743457201922203,2.513378193984408,0.7935014715751527,0.030271229577668833,30.271229577668834,5405.010096099468,0.32616611506523363,1.8416959353391564,1.5917774380068295,0.04719154298072681,1.4637964479625225,0.15768863819539547,7.0,0.0,22.518010115595906,1.4637964479625225,0.0,1.66233229637146,0.0
YFLOW_MAIN_PORT,0,6,0.0,0.0,0.02992223010665327,0.0,0.0,0.0,0.4111289270457144,2.40529418536965,0.7848518643886239,0.024249890535419063,24.249890535419066,447.495475154779,0.3514286875765641,1.9012396367777258,0.4623207389959134,0.045022249105386436,0.3662904599914327,0.03946976101724431,3.0,0.0,5.071469239040821,0.3662904599914327,0.0,1.8031460046768188,0.0
HYBRID_LATE_DAMPED,0,6,0.0,0.0,0.038671398323164116,0.0,0.02870197753906245,0.0,0.4156311593961483,2.77041823288579,0.8246592361741383,0.02573535373514521,25.73535373514521,2707.8562934724605,0.19019516528259134,1.6454927215176292,0.46215992502402514,0.04469889000756666,0.36653886607382447,0.03952724300324917,3.0,0.0,5.234827856082209,0.36653886607382447,0.0,0.9534044861793518,0.0
HYBRID_LATE_ADAPTIVE,0,6,0.0,0.0,0.038671398323164116,0.0,0.02870197753906245,0.0,0.4156311593961483,2.77041823288579,0.8246592361741383,0.02573535373514521,25.73535373514521,2707.8562934724605,0.19019516528259134,1.6454927215176292,0.46385692805051804,0.04482943605398759,0.3680303940200247,0.03977231896715239,3.0,0.0,5.234827856082209,0.3680303940200247,0.01090612099505961,0.9534044861793518,0.0
ADAPTIVE_ALLTIME_L05,0,6,0.0,0.0,0.03760629481523793,0.0,0.01718278388977046,0.0,0.41907174694723986,2.7524113824496843,0.8224706369933178,0.026296707759512317,26.296707759512316,2894.795395456601,0.19477497855595538,1.6539877239206573,1.4185577949974686,0.04798474203562364,1.2864233999862336,0.13930682512000203,7.0,0.0,16.262652371941748,1.2864233999862336,0.02573261904763058,0.9925394654273987,0.0
