method,task_id,seed,flow_step,t,projection_target,velocity_norm,endpoint_total_violation,endpoint_min_clearance,endpoint_goal_error,projection_called,solver_success,solver_runtime_sec,projection_total_runtime_sec,projection_correction_norm,projection_objective,min_clearance_before_projection,min_clearance_after_projection,violation_before_projection,violation_after_projection,projection_error,solver_iterations,corridor_collision_count
CURRENT_STATE_PROJECTION,1,24,2,0.2857142857142857,current_state,7.667080879211426,2.81669020652771,0.022209221864835038,0.45208904431268143,1.0,0.0,0.126551428809762,1.1057465900084935,1.2442536443434884,1.5481671314620522,-0.1200055746280586,-0.11437855029761572,239.10067549078101,180.5644328546985,"Acados projection did not converge: status=0, max_slack=0.440761, finite=True",12,245
CURRENT_STATE_PROJECTION,1,24,3,0.42857142857142855,current_state,7.566173553466797,2.3344767093658447,0.021403893209211267,0.4474750545075803,1.0,0.0,0.12498485908145085,1.110868887975812,0.9014670090217181,0.8126427683545622,-0.08716660454676063,-0.08391471236887109,142.84549687188075,110.61499721208423,"Acados projection did not converge: status=0, max_slack=0.742394, finite=True",12,130
CURRENT_STATE_PROJECTION,1,24,4,0.5714285714285714,current_state,7.180553436279297,1.7371189594268799,0.022844615764234077,0.4478435966572503,1.0,0.0,0.12889293412445113,1.1280113579705358,1.3818275725404083,1.9094474402329176,-0.09539332909860325,-0.10345818880401093,81.59138025280514,56.33443259130693,"Acados projection did not converge: status=0, max_slack=0.553098, finite=True",12,148
CURRENT_STATE_PROJECTION,1,24,5,0.7142857142857143,current_state,11.663236618041992,2.568681578057805,-0.006425718682804969,0.4202898602512148,1.0,0.0,0.1293050438980572,1.132010105997324,2.392605727731156,5.724562168371934,-0.12099663743525635,-0.018892371227699913,36.35012205533534,7.834018207649983,"Acados projection did not converge: status=0, max_slack=0.10085, finite=True",12,55
CURRENT_STATE_PROJECTION,1,24,6,0.8571428571428571,current_state,20.331466674804688,3.8695497158983634,-0.01772352494987725,0.6035302101530856,1.0,1.0,0.03936276596505195,0.37442653003381565,4.010271852418603,16.082280330300932,-0.03745573525870097,0.02491520086004817,2.6692106104418065,0.0,,4,4
POV_ENDPOINT_PROJECTION,1,24,0,0.0,predicted_endpoint,15.606695175170898,7.89363042678833,0.031752314209832544,0.4739643812205244,1.0,0.0,0.1298355219187215,1.1347454100032337,1.8632993811199725,3.4718845836820735,0.031752314209832544,0.023438852937417376,7.89363042678833,0.0,"Acados projection did not converge: status=0, max_slack=0.00307505, finite=True",12,0
POV_ENDPOINT_PROJECTION,1,24,1,0.14285714285714285,predicted_endpoint,15.506312370300293,4.443876147270203,0.032597789149706735,0.46299872049896035,1.0,1.0,0.049876187986228615,0.46703394199721515,2.0295687252670844,4.119149210582258,0.032597789149706735,0.025663098367518303,4.443876147270203,0.0,,5,0
POV_ENDPOINT_PROJECTION,1,24,2,0.2857142857142857,predicted_endpoint,15.898277282714844,2.649993896484375,0.030458184821513468,0.4597027684683686,1.0,1.0,0.05728433496551588,0.5604193140170537,2.2354201507024323,4.997103250166485,0.030458184821513468,0.03099428694394052,2.649993896484375,0.0,,6,0
POV_ENDPOINT_PROJECTION,1,24,3,0.42857142857142855,predicted_endpoint,16.894956588745117,4.529876708984375,0.026534526638189948,0.45739609141594967,1.0,1.0,0.03426246694289148,0.36820437404094264,2.1924563688483123,4.8068649293035275,0.026534526638189948,0.025560400625926905,4.529876708984375,0.0,,4,0
POV_ENDPOINT_PROJECTION,1,24,4,0.5714285714285714,predicted_endpoint,18.952556610107422,7.746527355575561,0.016691864289183844,0.4569963062680592,1.0,1.0,0.085266093024984,0.8415771759464405,3.274453642799546,10.722046658843215,0.016691864289183844,0.026581407908141383,7.746527355575561,0.0,,9,0
POV_ENDPOINT_PROJECTION,1,24,5,0.7142857142857143,predicted_endpoint,23.474130630493164,16.26478688792461,-0.02434790839427608,0.4582595057692571,1.0,0.0,0.1289783160900697,1.1312610570457764,2.3212730056284574,5.388308366659372,-0.02434790839427608,-0.03738608706226088,16.26478688792461,5.509067890484033,"Acados projection did not converge: status=0, max_slack=0.450822, finite=True",12,0
POV_ENDPOINT_PROJECTION,1,24,6,0.8571428571428571,predicted_endpoint,32.5799446105957,55.27052798995081,-0.13632320326868141,0.458560811796846,1.0,0.0,0.12616929196519777,1.1251846160157584,1.647249676606486,2.713431497080173,-0.13632320326868141,-0.12512797755979738,55.27052798995081,41.30646698618828,"Acados projection did not converge: status=0, max_slack=0.626347, finite=True",12,151
PLAIN_FM,1,25,0,0.0,none,15.368400573730469,10.686302643680573,0.01194022704911396,0.4748622741186197,0.0,,0.0,0.0,0.0,0.0,,,,,,0,0
PLAIN_FM,1,25,1,0.14285714285714285,none,15.302373886108398,6.311012506484985,0.010795146160582136,0.4830683380154492,0.0,,0.0,0.0,0.0,0.0,,,,,,0,0
PLAIN_FM,1,25,2,0.2857142857142857,none,15.29428768157959,3.4537506103515625,0.011656073665816946,0.48590716188795496,0.0,,0.0,0.0,0.0,0.0,,,,,,0,0
PLAIN_FM,1,25,3,0.42857142857142855,none,15.291470527648926,2.431328296661377,0.012849914168366172,0.4914587048172149,0.0,,0.0,0.0,0.0,0.0,,,,,,0,0
PLAIN_FM,1,25,4,0.5714285714285714,none,15.284469604492188,2.2309494018554688,0.014139401126484874,0.4990150653341445,0.0,,0.0,0.0,0.0,0.0,,,,,,0,0
